Var1	Var2	Freq
GTOP-CC201-5156	0	1952
GTOP-CC241-1470	0	2498
GTOP-CC241-1584	0	2312
GTOP-CC241-1601	0	2089
GTOP-CC241-1710	0	2163
GTOP-CC241-3082	0	2103
GTOP-CC241-4002	0	1936
GTOP-CC241-4018	0	1932
GTOP-CC241-4019	0	2311
GTOP-CC241-4022	0	2372
GTOP-CC241-4023	0	2303
GTOP-CC241-5156	0	2468
GTOP-CC241-6235	0	2089
GTOP-CC241-6246	0	2308
GTOP-CC311-1470	0	2271
GTOP-CC311-1584	0	2070
GTOP-CC311-1601	0	1997
GTOP-CC311-3082	0	1942
GTOP-CC311-4003	0	2526
GTOP-CC311-4018	0	1877
GTOP-CC311-4019	0	1663
GTOP-CC311-5032	0	1950
GTOP-CC311-5156	0	2180
GTOP-CD021-4002	0	1621
GTOP-CD021-4003	0	1931
GTOP-CE141-1601	0	1732
GTOP-CE161-0262	0	1990
GTOP-CF011-1108	0	1535
GTOP-CF201-2099	0	2040
GTOP-CF241-1236	0	1273
GTOP-CF242-0087	0	1931
GTOP-CF242-0378	0	1357
GTOP-CF242-2099	0	2313
GTOP-CF301-0262	0	2164
GTOP-CF301-4151	0	1939
GTOP-CG041-4018	0	2340
GTOP-CG041-5156	0	2265
GTOP-CG041-6145	0	2244
GTOP-CG071-6145	0	2409
GTOP-CG091-0262	0	2579
GTOP-CG171-1108	0	1280
GTOP-CG261-4151	0	1921
GTOP-CH091-3082	0	1966
GTOP-CH101-1236	0	1235
GTOP-CI161-0160	0	2004
GTOP-CI161-5415	0	1890
GTOP-CI201-1053	0	1307
GTOP-CI201-5415	0	1627
GTOP-CI221-3082	0	1893
GTOP-CI221-5415	0	1666
GTOP-CI221-6145	0	2097
GTOP-CI222-5415	0	1723
GTOP-CI231-0160	0	2299
GTOP-CI251-5415	0	1848
GTOP-CI291-5415	0	1902
GTOP-CI301-5415	0	1735
GTOP-CJ092-5415	0	1681
GTOP-CJ092-6246	0	2320
GTOP-CJ151-5415	0	1468
GTOP-CJ151-6145	0	2196
GTOP-CK031-5415	0	1836
GTOP-AJ141-2099	1	217
GTOP-AJ142-1053	1	198
GTOP-AJ211-0160	1	245
GTOP-AJ211-1856	1	208
GTOP-AJ221-1053	1	170
GTOP-AJ221-1470	1	157
GTOP-AJ221-1584	1	205
GTOP-AJ221-1710	1	167
GTOP-AJ221-4019	1	91
GTOP-AJ221-4023	1	150
GTOP-AJ221-4149	1	170
GTOP-AJ221-4155	1	189
GTOP-AJ231-0087	1	244
GTOP-AJ231-0262	1	363
GTOP-AJ231-1053	1	246
GTOP-AJ231-1236	1	155
GTOP-AJ231-2099	1	262
GTOP-AK091-0087	1	262
GTOP-AK091-1710	1	294
GTOP-AK091-3082	1	241
GTOP-AK091-4002	1	121
GTOP-AK092-1053	1	230
GTOP-AK111-1236	1	133
GTOP-AK112-0262	1	251
GTOP-AK112-1710	1	335
GTOP-AK112-4002	1	161
GTOP-AK112-4023	1	177
GTOP-AK221-0160	1	195
GTOP-AK221-2099	1	191
GTOP-AK231-1710	1	254
GTOP-AK231-5032	1	129
GTOP-AK281-1108	1	129
GTOP-AL121-0378	1	209
GTOP-AL121-1053	1	204
GTOP-AL271-1856	1	316
GTOP-BA041-1236	1	145
GTOP-BA082-0160	1	260
GTOP-BA131-1053	1	108
GTOP-BA131-2099	1	241
GTOP-BA191-2099	1	210
GTOP-BA231-3082	1	285
GTOP-BA231-4155	1	190
GTOP-BA232-0378	1	303
GTOP-BA232-1856	1	283
GTOP-BA251-0160	1	269
GTOP-BA251-2099	1	248
GTOP-BB201-1053	1	227
GTOP-BB201-1710	1	357
GTOP-BB201-1856	1	164
GTOP-BB201-4019	1	159
GTOP-BB201-4023	1	184
GTOP-BB201-4149	1	147
GTOP-BB201-4155	1	232
GTOP-BB202-0378	1	502
GTOP-BB202-5032	1	221
GTOP-BC041-0262	1	281
GTOP-BC041-3082	1	327
GTOP-BC161-0160	1	177
GTOP-BC161-1856	1	213
GTOP-BC181-0087	1	315
GTOP-BC181-0262	1	302
GTOP-BC181-1053	1	134
GTOP-BC181-1236	1	148
GTOP-BC181-1392	1	58
GTOP-BC181-2099	1	213
GTOP-BC181-3082	1	280
GTOP-BD201-0087	1	203
GTOP-BE141-1856	1	176
GTOP-BE161-1710	1	217
GTOP-BE161-5302	1	171
GTOP-BF221-0378	1	142
GTOP-BG091-0160	1	196
GTOP-BG171-0378	1	139
GTOP-BH131-0378	1	175
GTOP-BH131-1236	1	116
GTOP-BH131-1710	1	173
GTOP-BH131-4003	1	178
GTOP-BH131-4022	1	165
GTOP-BI071-1236	1	99
GTOP-BI071-1856	1	194
GTOP-BJ141-0087	1	152
GTOP-BJ191-0378	1	189
GTOP-BJ191-1108	1	68
GTOP-BK021-0087	1	200
GTOP-BK021-1053	1	137
GTOP-BK071-1392	1	96
GTOP-BK071-1856	1	191
GTOP-BK071-4149	1	142
GTOP-BK071-4150	1	188
GTOP-BK161-1236	1	166
GTOP-BK281-0087	1	241
GTOP-BK281-4018	1	242
GTOP-BL021-0378	1	271
GTOP-BL021-2099	1	176
GTOP-BL221-0262	1	148
GTOP-BL261-0262	1	124
GTOP-BL261-3170	1	182
GTOP-CA081-1392	1	119
GTOP-CA081-1856	1	188
GTOP-CA081-3170	1	142
GTOP-CA081-4003	1	245
GTOP-CA121-0160	1	207
GTOP-CB151-1236	1	117
GTOP-CB161-1392	1	93
GTOP-CB261-0087	1	240
GTOP-CB271-0087	1	172
GTOP-CB271-1584	1	216
GTOP-CB271-1601	1	145
GTOP-CB271-1710	1	189
GTOP-CB271-4022	1	218
GTOP-CB271-4155	1	230
GTOP-CB281-3082	1	186
GTOP-CC131-0262	1	157
GTOP-CC131-3082	1	162
GTOP-CC201-3170	1	108
GTOP-CC201-5156	1	131
GTOP-CC241-1470	1	186
GTOP-CC241-1584	1	205
GTOP-CC241-1601	1	153
GTOP-CC241-1710	1	157
GTOP-CC241-3082	1	160
GTOP-CC241-4002	1	202
GTOP-CC241-4018	1	266
GTOP-CC241-4019	1	391
GTOP-CC241-4022	1	187
GTOP-CC241-4023	1	186
GTOP-CC241-5156	1	263
GTOP-CC241-6235	1	218
GTOP-CC241-6246	1	162
GTOP-CC311-1470	1	224
GTOP-CC311-1584	1	187
GTOP-CC311-1601	1	176
GTOP-CC311-3082	1	172
GTOP-CC311-4003	1	251
GTOP-CC311-4018	1	313
GTOP-CC311-4019	1	255
GTOP-CC311-5032	1	176
GTOP-CC311-5156	1	187
GTOP-CD021-4002	1	132
GTOP-CD021-4003	1	241
GTOP-CE141-1601	1	149
GTOP-CE161-0262	1	202
GTOP-CF011-1108	1	119
GTOP-CF201-2099	1	230
GTOP-CF241-1236	1	95
GTOP-CF242-0087	1	217
GTOP-CF242-0378	1	153
GTOP-CF242-2099	1	199
GTOP-CF301-0262	1	239
GTOP-CF301-4151	1	165
GTOP-CG041-4018	1	357
GTOP-CG041-5156	1	195
GTOP-CG041-6145	1	239
GTOP-CG071-6145	1	186
GTOP-CG091-0262	1	236
GTOP-CG171-1108	1	108
GTOP-CG261-4151	1	382
GTOP-CH091-3082	1	234
GTOP-CH101-1236	1	128
GTOP-CI161-0160	1	238
GTOP-CI161-5415	1	237
GTOP-CI201-1053	1	128
GTOP-CI201-5415	1	146
GTOP-CI221-3082	1	197
GTOP-CI221-5415	1	102
GTOP-CI221-6145	1	120
GTOP-CI222-5415	1	126
GTOP-CI231-0160	1	200
GTOP-CI251-5415	1	188
GTOP-CI291-5415	1	171
GTOP-CI301-5415	1	167
GTOP-CJ092-5415	1	160
GTOP-CJ092-6246	1	163
GTOP-CJ151-5415	1	163
GTOP-CJ151-6145	1	162
GTOP-CK031-5415	1	168
