Indis	chromosome	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50	group
GTOP-AJ141	1	429081	200745	1828	1	831	30	241.57039711191337	2	3724	200745	83376	226670.1612515042	2	3122047	188362904	202574	166791	165171	0.9909712006476645	0.9902872457146968	380458	LRS
GTOP-AJ141	2	399648	207241	978	0	874	26	237.1178489702517	2	3822	207241	91663	228082.05606407323	1	2696394	199343717	208219	171860	171024	0.9953030222986375	0.9951355754684045	436607	LRS
GTOP-AJ141	3	336232	178335	1643	0	751	17	237.46338215712385	2	4284	178335	72022	215306.57123834887	2	2455378	161695235	179978	150339	148817	0.9908711064685684	0.989876213091746	430496	LRS
GTOP-AJ141	4	365370	194234	1456	0	586	41	331.45733788395904	2	3654	194234	93301.5	270046.69965870306	4	2454644	158247366	195690	163317	162003	0.9925596606878225	0.9919542974705634	580189	LRS
GTOP-AJ141	5	291708	162581	743	1	624	25	260.54647435897436	2	3804	162581	84870.5	237401.04647435897	1	2721717	148138253	163325	135059	134436	0.9954446655441604	0.9953872011491274	460115	LRS
GTOP-AJ141	6	290464	163796	1582	0	524	39	312.587786259542	2	5071	163796	95284	265845.8759541985	1	3236626	139303239	165378	136345	134891	0.9904340359660898	0.9893358759030401	518158	LRS
GTOP-AJ141	7	292638	157639	2233	1	514	64.5	306.6906614785992	2	5932	157639	106812	257790.17509727625	4	2465910	132504150	159873	132636	130520	0.9860264084617165	0.9840465635272475	465702	LRS
GTOP-AJ141	8	252418	141783	1677	1	482	49.5	294.155601659751	2	5490	141783	97107.5	249635.21991701244	3	3961382	120324176	143461	120313	118742	0.9883034413533992	0.9869423919277218	464160	LRS
GTOP-AJ141	9	235274	127886	2549	0	351	106	364.34757834757835	2	3452	127886	122413	297369.9145299145	2	2456382	104376840	130435	109443	107095	0.980457699237168	0.9785459097429712	502564	LRS
GTOP-AJ141	10	272833	134521	846	0	435	53	309.24367816091956	2	3333	134521	93623	259335.3103448276	2	2625119	112810860	135367	112000	111251	0.9937503231954612	0.9933125	541500	LRS
GTOP-AJ141	11	260900	123888	5517	1	465	43	266.4258064516129	2	5384	123888	94435	236271.2559139785	5	2791946	109866134	129406	108964	103529	0.9573590096286108	0.9501211409272787	431458	LRS
GTOP-AJ141	12	245525	123561	1596	2	434	25	284.7027649769585	2	4899	123561	85753.5	255661.80875576037	5	3386808	110957225	125159	102812	101321	0.9872322405899696	0.9854978018130179	520410	LRS
GTOP-AJ141	13	207980	97622	1059	0	313	40	311.8913738019169	2	5230	97622	79969	259290.392971246	2	2791800	81157893	98681	81679	80673	0.9892684508669348	0.9876834926970213	417568	LRS
GTOP-AJ141	14	147896	87732	188	0	292	54.5	300.45205479452056	2	3052	87732	95772	253363.56164383562	3	2189280	73982160	87920	72282	72139	0.9978616924476797	0.9980216374754434	358218	LRS
GTOP-AJ141	15	149990	77556	2923	0	314	40.5	246.9936305732484	2	2874	77556	66035.5	210305.03503184713	1	2270573	66035781	80479	66648	63945	0.9636799662023634	0.9594436442203818	274016	LRS
GTOP-AJ141	16	153844	82171	2015	0	281	29	292.423487544484	2	2994	82171	85230	233789.45551601425	372	1773110	65694837	84186	69999	68114	0.9760649039032618	0.9730710438720553	376187	LRS
GTOP-AJ141	17	193675	73703	886	0	323	25	228.1826625386997	2	2505	73703	65240	195851.5294117647	6	1661976	63260044	74589	60178	59417	0.9881215728860824	0.9873541825916448	373872	LRS
GTOP-AJ141	18	182622	75046	2404	0	234	83	320.70940170940173	2	2882	75046	120554.5	275558.6324786325	2	2332213	64480720	77450	64810	62452	0.9689606197546804	0.9636167258139176	511398	LRS
GTOP-AJ141	19	104220	61803	239	0	191	84	323.5759162303665	2	3196	61803	121619	249169.47643979057	307	1721934	47591370	62042	49263	49083	0.9961477708648979	0.996346142135071	448159	LRS
GTOP-AJ141	20	123823	63463	1151	0	229	54	277.13100436681225	2	2973	63463	89039	230995.7423580786	108	2200746	52898025	64614	54052	52949	0.9821865230445415	0.9795937245615334	469109	LRS
GTOP-AJ141	21	81089	47486	1636	0	143	154	332.0699300699301	2	3738	47486	121492	215554.52447552446	54	1538361	30824297	49122	41670	40127	0.9666951671348887	0.9629709623230142	272513	LRS
GTOP-AJ141	22	71383	42036	352	0	124	75.5	339	2	3536	42036	69055	249361.56451612903	2	2508101	30920834	42388	35201	34919	0.9916957629517789	0.9919888639527286	258412	LRS
GTOP-AJ142	1	430550	209639	1926	1	916	27	228.86353711790392	2	3731	209639	81408.5	203037.00873362445	1	2403374	185981900	211566	174644	172933	0.9908917311855402	0.9902029270974095	331392	LRS
GTOP-AJ142	2	399498	209326	1186	1	1025	15	204.22048780487805	2	2748	209326	70185	187699.31024390244	1	2105973	192391793	210513	174413	173391	0.9943613933581299	0.9941403450430873	361057	LRS
GTOP-AJ142	3	334143	175418	1762	2	733	22	239.31514324693043	2	2527	175418	80435	219931.77489768076	1	2428894	161209991	177182	147141	145510	0.9900441354087887	0.9889153940777893	438539	LRS
GTOP-AJ142	4	360767	187179	1284	0	679	35	275.6686303387334	2	3508	187179	88302	229387.9469808542	1	2266075	155754416	188463	157077	155924	0.9931869916110855	0.9926596509991915	463649	LRS
GTOP-AJ142	5	289317	165875	351	1	654	23	253.631498470948	2	2279	165875	85046	228111.19571865443	2	1873386	149184722	166227	137560	137284	0.9978824138076245	0.9979936027915092	461097	LRS
GTOP-AJ142	6	288175	161296	1517	1	635	18	254.00944881889762	2	3614	161296	57851	213799.02992125985	2	2286446	135762384	162814	134381	133001	0.9906764774527989	0.9897306910947232	461655	LRS
GTOP-AJ142	7	297256	160612	2121	1	583	32	275.49228130360206	2	4828	160612	85259	220633.67409948542	1	2504002	128629432	162734	135312	133313	0.9869603156070643	0.9852267352489062	398876	LRS
GTOP-AJ142	8	249327	132262	1852	1	604	22	218.97682119205297	2	4663	132262	71135.5	189876.42549668875	5	2432793	114685361	134115	112453	110724	0.9861834992357306	0.9846246876472837	345163	LRS
GTOP-AJ142	9	230369	119899	2222	1	456	52.5	262.93640350877195	2	3867	119899	79847	216666.2105263158	4	2553646	98799792	122122	102276	100213	0.9817968916329572	0.9798290899135672	332201	LRS
GTOP-AJ142	10	270904	138855	840	0	496	25	279.94959677419354	2	3497	138855	76258	221862.34475806452	1	1949194	110043723	139695	115767	115029	0.993986900032213	0.9936251263313379	496533	LRS
GTOP-AJ142	11	263351	126785	5449	0	488	25	259.8053278688525	2	3691	126785	77125.5	223881.79918032786	1	2360516	109254318	132234	110989	105628	0.958792746192356	0.9516979160096947	448863	LRS
GTOP-AJ142	12	250761	126527	1727	0	470	26	269.2063829787234	2	2728	126527	75948	233218.68510638297	2	1838131	109612782	128254	104728	103092	0.9865345330360067	0.9843785807043006	508446	LRS
GTOP-AJ142	13	207433	95481	1150	0	374	31.5	255.29679144385025	2	3143	95481	74644	214407.4705882353	3	2299820	80188394	96631	80260	79164	0.9880990572383603	0.9863443807625218	330056	LRS
GTOP-AJ142	14	149119	89826	198	0	284	86	316.2887323943662	2	3386	89826	126871	256289.20774647887	53	2041941	72786135	90024	74017	73890	0.9978005865102639	0.9982841779591175	316290	LRS
GTOP-AJ142	15	150874	78492	2621	0	345	37	227.51304347826087	2	5362	78492	69937	189670.40289855073	4	3728716	65436289	81113	67688	65250	0.9676870538631293	0.9639817988417445	196821	LRS
GTOP-AJ142	16	151018	78910	2170	1	326	15.5	242.05521472392638	2	3959	78910	61380.5	194329.27914110429	1	2021455	63351345	81081	67578	65547	0.9732243065576399	0.9699458403622481	284172	LRS
GTOP-AJ142	17	189558	71152	1099	0	355	22	200.42816901408452	2	4174	71152	68373	173088.2647887324	6	2755874	61446334	72251	58072	57149	0.9847891378666039	0.98410593745695	294890	LRS
GTOP-AJ142	18	187912	73814	3315	1	262	63	281.7328244274809	2	3145	73814	104732.5	235516.7099236641	15	1959679	61705378	77130	64659	61398	0.9570076494230519	0.9495661856818076	378789	LRS
GTOP-AJ142	19	104896	63559	249	1	186	161.5	341.71505376344084	2	1903	63559	147641.5	255264.25268817204	495	1387784	47479151	63809	50631	50454	0.9960820573900233	0.9965041180304557	392218	LRS
GTOP-AJ142	20	126607	69465	913	0	236	65	294.34322033898303	2	3310	69465	87381	222653.0254237288	60	2421610	52546114	70378	59151	58285	0.9870271959987497	0.9853595036432182	442125	LRS
GTOP-AJ142	21	82963	47827	1119	0	145	99	329.84137931034485	2	3181	47827	99055	215107.87586206896	3	1472616	31190642	48946	41526	40483	0.9771380705267029	0.9748832057024515	222773	LRS
GTOP-AJ142	22	75095	46294	469	0	129	150	358.86821705426354	2	2755	46294	116901	243087.26356589148	20	2695847	31358257	46763	38722	38305	0.9899707033338323	0.9892309281545375	213688	LRS
GTOP-AJ211	1	436449	203792	1703	0	978	19.5	208.3762781186094	2	3052	203792	63676	186752.3013278856	1	2026746	182830503	205495	170204	168747	0.991712693739507	0.9914396841437334	301854	LRS
GTOP-AJ211	2	391350	212023	1130	0	1000	16.5	212.023	2	3856	212023	71857	193240.634	2	2811111	193240634	213153	176483	175569	0.9946986436972504	0.9948210309208252	363033	LRS
GTOP-AJ211	3	338794	178965	1697	3	809	19	221.21755253399257	2	3900	178965	70934	195177.19901112485	3	2538907	157898354	180665	150224	148704	0.9905903190988847	0.9898817765470231	396184	LRS
GTOP-AJ211	4	359726	192174	970	1	687	26	279.7292576419214	2	4616	192174	76725	227160.3347889374	1	3329583	156059150	193145	161001	160166	0.994972688912475	0.9948136968093366	471749	LRS
GTOP-AJ211	5	282959	159405	400	3	736	22	216.5828804347826	2	3221	159405	70700.5	196922.70380434784	1	2321974	144935110	159808	132107	131809	0.9974782238686424	0.9977442527648043	371454	LRS
GTOP-AJ211	6	287840	165083	1667	0	615	21	268.4276422764228	2	3570	165083	82818	221686.63577235772	4	2177225	136337281	166750	138102	136592	0.9900029985007496	0.9890660526277679	444049	LRS
GTOP-AJ211	7	290339	158073	1852	0	640	21.5	246.9890625	2	3208	158073	68373	201117.4078125	1	2139575	128715141	159925	132688	130982	0.9884195716742223	0.9871427710116966	411602	LRS
GTOP-AJ211	8	248259	133623	1832	2	589	22	226.8641765704584	2	5134	133623	64948	196383.8658743633	2	3464858	115670097	135457	113702	111988	0.9864606480285256	0.9849255070271411	384441	LRS
GTOP-AJ211	9	228720	121692	2021	0	466	68.5	261.14163090128756	2	3138	121692	81348	211677.69527896994	1	2215810	98641806	123713	104125	102296	0.9836638025106497	0.9824345738295318	319682	LRS
GTOP-AJ211	10	254482	133938	616	1	563	36	237.90053285968028	2	4153	133938	87667	192071.84724689164	1	2309084	108136450	134555	111741	111262	0.9954145145107949	0.9957133012949588	335574	LRS
GTOP-AJ211	11	256621	123026	2843	0	553	15	222.47016274864376	2	2794	123026	63469	194010.47558770343	2	1729148	107287793	125869	105439	102726	0.977413024652615	0.9742694828289342	365969	LRS
GTOP-AJ211	12	243024	121633	977	1	509	23	238.96463654223967	2	2909	121633	76378	211580.77406679763	1	2242313	107694614	122611	100908	100052	0.9920235541672444	0.9915170254092837	422415	LRS
GTOP-AJ211	13	204654	92720	1482	0	367	52	252.64305177111717	2	3263	92720	93064	219236.59673024522	7	2413751	80459831	94202	78431	77030	0.9842678499394917	0.9821371651515345	309000	LRS
GTOP-AJ211	14	146991	85267	196	0	340	28	250.78529411764706	2	3265	85267	79996.5	212423.61176470589	2	2251529	72224028	85463	70468	70338	0.9977066098779589	0.9981551910086848	280101	LRS
GTOP-AJ211	15	149428	79052	1914	0	335	39	235.97611940298506	2	2880	79052	63067	196703.90447761194	2	2030668	65895808	80966	67259	65563	0.976360447595287	0.9747840437710938	237868	LRS
GTOP-AJ211	16	147536	77044	1668	0	358	42	215.20670391061452	2	3096	77044	76664.5	178995.84636871508	4	1535391	64080513	78712	65523	64009	0.9788088220347596	0.9768936098774477	237985	LRS
GTOP-AJ211	17	162501	68888	635	0	370	21	186.18378378378378	2	2557	68888	62449.5	164604.57567567567	6	1361317	60903693	69523	56105	55606	0.9908663320052357	0.9911059620354692	268564	LRS
GTOP-AJ211	18	174519	74791	2925	0	271	90	275.98154981549817	2	2986	74791	108672	238098.29889298894	62	1841949	64524639	77716	65086	62231	0.9623629625817077	0.9561349598992103	402921	LRS
GTOP-AJ211	19	104281	66464	241	0	224	85.5	296.7142857142857	2	2479	66464	100766	208164.6607142857	514	1820116	46628884	66705	53234	53062	0.9963870774304775	0.9967689822294022	339372	LRS
GTOP-AJ211	20	120426	64153	888	0	282	51.5	227.49290780141843	2	2546	64153	77931	180592.5070921986	2	1805103	50927087	65041	54203	53363	0.9863470733844806	0.9845027028024279	328642	LRS
GTOP-AJ211	21	80766	45657	574	0	160	81	285.35625	2	2819	45657	111016	189263.0625	2276	1671838	30282090	46231	39150	38641	0.9875840885985594	0.9869987228607918	180967	LRS
GTOP-AJ211	22	73279	44323	229	0	158	73.5	280.5253164556962	2	1973	44323	76214	194009.2088607595	1	1295320	30653455	44552	37103	36924	0.9948599389477465	0.9951755922701668	174337	LRS
GTOP-AJ221	1	436789	212823	1779	0	754	47	282.2586206896552	2	3455	212823	105013.5	254079.19098143236	2	2580154	191575710	214602	177038	175468	0.9917102356921185	0.9911318473999933	431073	LRS
GTOP-AJ221	2	397180	212563	1051	0	816	31	260.4938725490196	2	3859	212563	91724.5	248115.94730392157	8	3359032	202462613	213614	176242	175329	0.995079910492758	0.9948196230183498	471984	LRS
GTOP-AJ221	3	333615	171079	1886	0	711	19	240.61744022503515	2	4017	171079	81044	227419.1800281294	1	2580990	161695037	172965	143540	141758	0.9890960598965108	0.9875853420649296	450834	LRS
GTOP-AJ221	4	365007	191885	1000	0	608	52	315.60032894736844	2	5134	191885	101494.5	262172.67763157893	3	3719351	159400988	192885	160829	159947	0.9948155636778391	0.9945159144184196	510307	LRS
GTOP-AJ221	5	286004	163158	408	0	582	31	280.340206185567	2	3876	163158	99298	258826.16666666666	1	2533326	150636829	163566	134975	134684	0.9975055940721177	0.9978440451935544	544981	LRS
GTOP-AJ221	6	292693	164487	1504	0	478	51.5	344.1150627615063	2	5421	164487	117259	294594.7510460251	2	4135969	140816291	165991	136886	135471	0.9909392677916272	0.9896629311982234	561200	LRS
GTOP-AJ221	7	296875	161954	2301	0	482	54.5	336.00414937759336	2	3613	161954	93690	278903.989626556	9	3343733	134431723	164255	136202	134025	0.985991294024535	0.9840163874245605	587167	LRS
GTOP-AJ221	8	248016	133726	1473	0	495	31	270.15353535353535	2	3992	133726	86887	240291.6585858586	15	3487847	118944371	135199	113056	111702	0.9891049490011021	0.9880236343051231	484424	LRS
GTOP-AJ221	9	237298	129163	2440	0	344	128	375.4738372093023	2	2518	129163	146160.5	304974.75581395347	198	2216068	104911316	131603	110449	108202	0.98145938922365	0.9796557687258373	495375	LRS
GTOP-AJ221	10	260934	138288	559	0	406	76.5	340.61083743842363	2	4801	138288	123074.5	277399.30049261084	2	2962849	112624116	138847	115279	114837	0.9959739857541035	0.996165823784037	503053	LRS
GTOP-AJ221	11	260262	120576	4849	1	453	39	266.17218543046357	2	2334	120576	85059	244718.99116997793	1	1872241	110857703	125426	105068	100301	0.9613317812893658	0.9546293828758519	483308	LRS
GTOP-AJ221	12	247363	120648	1973	0	439	28	274.82460136674257	2	3638	120648	101289	251903.23234624145	2	2464657	110585519	122621	100421	98534	0.9839097707570481	0.9812091096483804	485265	LRS
GTOP-AJ221	13	208658	94825	1016	0	299	54	317.1404682274248	2	3602	94825	104458	273624.9431438127	2	2349990	81813858	95841	79416	78451	0.9893991089408499	0.9878487962123501	419265	LRS
GTOP-AJ221	14	146379	84265	166	0	265	27	317.9811320754717	2	3080	84265	77616	275395.6	11	2105670	72979834	84431	69614	69498	0.9980338975021024	0.9983336685149539	407480	LRS
GTOP-AJ221	15	152653	77098	3422	0	265	60	290.9358490566038	2	2762	77098	92636	258071.14716981133	1	2148691	68388854	80520	66902	63728	0.9575012419274714	0.9525574721234044	338018	LRS
GTOP-AJ221	16	156044	83165	2774	0	227	43	366.36563876651985	2	5451	83165	106717	296366.2026431718	18	3425895	67275128	85939	71564	68970	0.9677212906829262	0.9637527248337153	452217	LRS
GTOP-AJ221	17	178225	71361	566	0	288	44	247.78125	2	2613	71361	92911.5	220928.11111111112	3	1806895	63627296	71927	58104	57622	0.9921309105064857	0.991704529808619	369479	LRS
GTOP-AJ221	18	185697	75577	2963	0	223	112	338.9103139013453	2	3640	75577	121845	291436.65022421523	6	2808803	64990373	78540	65657	62744	0.9622740005092947	0.9556330627351235	495658	LRS
GTOP-AJ221	19	105658	64589	157	0	169	90	382.1834319526627	2	4305	64589	120689	285872.3372781065	417	2784639	48312425	64746	51371	51274	0.9975751397769747	0.9981117751260439	512657	LRS
GTOP-AJ221	20	122136	66382	971	0	212	101.5	313.12264150943395	2	2925	66382	133479.5	250360.31603773584	4	1790587	53076387	67353	56479	55563	0.9855834187044378	0.9837815825351015	411398	LRS
GTOP-AJ221	21	81461	47221	1428	0	134	115.5	352.3955223880597	2	3150	47221	121357	232550.97014925373	3	1231325	31161830	48649	41125	39786	0.9706468786614318	0.9674407294832826	297763	LRS
GTOP-AJ221	22	75813	45300	538	0	123	214	368.2926829268293	2	2188	45300	152348	260839.9837398374	305	1870383	32083318	45838	38193	37721	0.988263013220472	0.9876417144502919	282306	LRS
GTOP-AJ231	1	425640	204798	1876	1	775	38	264.25548387096774	2	2857	204798	97516	246226.0670967742	2	2223549	190825202	206675	170146	168490	0.9909181081408007	0.9902671823022581	440007	LRS
GTOP-AJ231	2	404153	207354	1344	0	805	24	257.5826086956522	2	3639	207354	95140	247677.3055900621	2	2529567	199380231	208698	172569	171408	0.993560072449185	0.9932722563148654	465182	LRS
GTOP-AJ231	3	341775	179787	1949	0	632	31	284.4731012658228	2	3980	179787	97628	261866.45569620252	29	3170070	165499600	181736	151030	149197	0.989275652594973	0.9878633384095875	524949	LRS
GTOP-AJ231	4	369807	197032	1129	0	550	50.5	358.24	2	5081	197032	105846	292845.5472727273	1	3303565	161065051	198161	165337	164341	0.9943026125221411	0.9939759400497167	613629	LRS
GTOP-AJ231	5	287135	165076	480	0	590	23	279.78983050847455	2	3216	165076	94164	254610.86949152543	7	2264436	150220413	165556	136896	136504	0.9971006789243518	0.9971365123889668	520327	LRS
GTOP-AJ231	6	286207	157406	1737	0	570	16	276.1508771929825	2	4471	157406	79978	239278.90350877194	1	3011541	136388975	159143	131368	129795	0.9890852880742477	0.9880260032884721	468639	LRS
GTOP-AJ231	7	292067	159946	1796	1	487	39	328.4312114989733	2	7001	159946	104525	272237.93018480495	2	3824297	132579872	161743	133587	131917	0.9888897819380128	0.987498783564269	531327	LRS
GTOP-AJ231	8	252771	138795	1809	1	438	64.5	316.8835616438356	2	6532	138795	107010	278425.803652968	2	2879096	121950502	140605	118073	116378	0.9871270580704812	0.9856444741812269	554949	LRS
GTOP-AJ231	9	238591	125932	2945	0	411	84	306.40389294403894	2	3435	125932	106072	242646.86861313868	1	2355313	99727863	128877	108119	105399	0.9771487542385375	0.9748425346146375	370744	LRS
GTOP-AJ231	10	258651	126059	560	0	413	36	305.22760290556903	2	5692	126059	94869	271157.86198547215	4	3241299	111988197	126619	104583	104124	0.995577283030193	0.9956111413900921	565314	LRS
GTOP-AJ231	11	264451	127238	5110	0	416	79	305.8605769230769	2	2799	127238	124476.5	270880.4735576923	2	2431181	112686277	132348	110723	105710	0.9613896696587784	0.9547248539147242	529487	LRS
GTOP-AJ231	12	248711	121132	1677	1	434	49	279.10599078341016	2	5479	121132	101683.5	254251.9124423963	1	3913752	110345330	122810	100406	98813	0.9863366175392884	0.9841344142780312	482702	LRS
GTOP-AJ231	13	210308	95762	1027	0	265	91	361.36603773584903	2	6589	95762	114758	317854.5018867925	15	4592502	84231443	96789	80145	79177	0.9893892901052805	0.9879218915715267	605893	LRS
GTOP-AJ231	14	149067	82407	177	0	291	54	283.1855670103093	2	5547	82407	103607	249631.82130584194	10	3737616	72642860	82584	68145	68019	0.9978567276954373	0.998151001540832	303157	LRS
GTOP-AJ231	15	151418	78523	3327	1	274	51.5	286.58029197080293	2	6025	78523	83652.5	247801.52554744526	3	4099408	67897618	81851	67871	64785	0.9593407533200572	0.9545313904318486	324514	LRS
GTOP-AJ231	16	156130	82121	2440	0	236	58.5	347.97033898305085	2	4990	82121	106779	292252.3347457627	45	3095147	68971551	84561	70145	67868	0.9711450905263656	0.9675386698980682	473066	LRS
GTOP-AJ231	17	173034	72262	838	0	277	47	260.87364620938627	2	2386	72262	92200	231147.59927797833	4	2084792	64027885	73100	58851	58150	0.9885362517099863	0.9880885626412466	427246	LRS
GTOP-AJ231	18	189092	74725	3750	0	230	106.5	324.89130434782606	2	2709	74725	122478	282454.55217391305	2	2569811	64964547	78475	65562	61857	0.9522140809174896	0.9434886062048138	459363	LRS
GTOP-AJ231	19	106883	66712	302	0	142	289	469.80281690140845	2	3996	66712	190827.5	345517.72535211267	71	2688424	49063517	67014	52977	52743	0.9954934789745427	0.9955829888442154	588962	LRS
GTOP-AJ231	20	126464	65844	1609	0	225	139	292.64	2	2133	65844	136456	237308.6311111111	437	2088425	53394442	67453	56812	55234	0.9761463537574311	0.9722241779905654	353735	LRS
GTOP-AJ231	21	84561	50828	1241	0	135	97	376.5037037037037	2	3782	50828	95727	229685.16296296296	2	1736428	31007497	52069	44200	43029	0.9761662409495093	0.9735067873303167	257465	LRS
GTOP-AJ231	22	74544	44638	445	0	118	157.5	378.2881355932203	2	2456	44638	121732.5	267127.0508474576	1190	2190096	31520992	45083	37338	36969	0.9901293170374642	0.9901173067652258	227562	LRS
GTOP-AK091	1	423594	202686	1874	2	893	25	226.97200447928333	2	3149	202686	70284	209948.85218365063	1	2434289	187484325	204562	168138	166468	0.990829186261378	0.9900676824988998	356436	LRS
GTOP-AK091	2	408943	221425	1202	1	903	22	245.21040974529348	2	4439	221425	80126	221510.6511627907	1	3417311	200024118	222628	184006	182981	0.9945963670337963	0.994429529471865	445903	LRS
GTOP-AK091	3	341412	182419	1875	0	744	16	245.18682795698925	2	3423	182419	73639.5	218984.25	1	2912787	162924282	184294	153091	151309	0.9898260388292619	0.9883598643943798	454704	LRS
GTOP-AK091	4	366647	189037	1302	0	664	42.5	284.6942771084337	2	3852	189037	92332	234917.3795180723	1	2285864	155985140	190339	158996	157806	0.9931595731825847	0.9925155349820122	454179	LRS
GTOP-AK091	5	292299	166819	526	1	654	26	255.0749235474006	2	4506	166819	73400	227193.28287461773	4	2540848	148584407	167346	138517	138084	0.9968508359924946	0.9968740299024669	499724	LRS
GTOP-AK091	6	287023	160583	1309	1	604	24	265.8658940397351	2	3180	160583	77364	224698.5794701987	1	2256605	135717942	161893	133463	132320	0.9919082356865337	0.9914358286566314	419616	LRS
GTOP-AK091	7	301157	171257	1894	1	512	72	334.486328125	2	5138	171257	101125	259436.5234375	7	3933812	132831500	173152	143186	141421	0.9890558584365182	0.9876733758887042	471090	LRS
GTOP-AK091	8	252339	137828	1329	0	553	21	249.2368896925859	2	3195	137828	74470	213035.55515370704	12	1848033	117808662	139157	116648	115430	0.9904496360226219	0.9895583293326933	425623	LRS
GTOP-AK091	9	236729	129812	2226	0	399	101	325.34335839599	2	3704	129812	115362	257149.2105263158	4	2512127	102602535	132038	111434	109362	0.9831412169224011	0.981406034065007	404940	LRS
GTOP-AK091	10	262897	138196	556	0	454	26.5	304.3964757709251	2	3001	138196	91381.5	246755.6718061674	2	2396190	112027075	138752	114731	114278	0.9959928505535055	0.9960516338217221	512727	LRS
GTOP-AK091	11	262774	127717	5657	2	454	36	281.31497797356826	2	5817	127717	96216.5	244741.74008810573	28	2799330	111112750	133376	112383	106808	0.9575710772552783	0.9503928530115765	487782	LRS
GTOP-AK091	12	244093	124261	1610	0	470	28	264.38510638297873	2	4764	124261	93284.5	233354.0744680851	1	3588420	109676415	125871	102909	101386	0.9872091268044267	0.9852005169615874	433527	LRS
GTOP-AK091	13	202176	93743	911	0	330	46.5	284.06969696969696	2	3567	93743	84953.5	248494.72727272726	2	2632037	82003260	94654	78337	77479	0.9903754727745262	0.9890473211892209	423441	LRS
GTOP-AK091	14	148377	87797	177	0	270	78	325.1740740740741	2	2914	87797	113486.5	274553.7962962963	2	1984683	74129525	87974	72382	72260	0.9979880419214768	0.998314498079633	416330	LRS
GTOP-AK091	15	155038	83280	2988	0	300	46.5	277.6	2	3059	83280	89116.5	226311.66333333333	4	2052689	67893499	86268	71916	69177	0.9653637501738768	0.9619138995494744	306233	LRS
GTOP-AK091	16	154595	80395	2488	1	298	19	269.78187919463085	2	5127	80395	65459	219793.12416107382	20	2904039	65498351	82884	68959	66638	0.9699700786641572	0.9663423193491785	371747	LRS
GTOP-AK091	17	194120	73511	1272	0	314	52.5	234.11146496815286	2	2109	73511	77613.5	201469.8280254777	2	1474677	63261526	74783	60155	59049	0.9829907866761163	0.9816141634111878	337556	LRS
GTOP-AK091	18	184485	71577	3012	0	278	49	257.4712230215827	2	3890	71577	85785	228053.4712230216	2	2562231	63398865	74589	62297	59335	0.9596187105337248	0.952453569192738	397341	LRS
GTOP-AK091	19	106546	68938	225	0	166	167	415.28915662650604	2	3448	68938	142879	293124.7891566265	98	2258908	48658715	69163	54718	54551	0.9967468154938334	0.9969479878650536	526902	LRS
GTOP-AK091	20	126946	64063	1804	0	268	35.5	239.0410447761194	2	3482	64063	77009.5	193425.25746268657	34	2295884	51837969	65867	55559	53789	0.9726114746382862	0.9681419751975378	355227	LRS
GTOP-AK091	21	83792	48467	1406	0	150	100	323.11333333333334	2	3199	48467	95422.5	204232.53333333333	2	1471173	30634880	49873	42327	41006	0.9718083933190304	0.9687906064686843	277321	LRS
GTOP-AK091	22	74212	42339	530	0	153	76	276.72549019607845	2	2259	42339	64401	198431.5816993464	3	1445302	30360032	42869	35528	35059	0.98763675383144	0.9867991443368611	178089	LRS
GTOP-AK092	1	433942	212936	1889	0	717	45	296.9818688981869	2	4133	212936	98147	269113.5355648536	2	3166279	192954405	214825	176770	175108	0.9912067962294892	0.9905979521412004	522220	LRS
GTOP-AK092	2	396793	212520	1093	0	728	41	291.9230769230769	2	3771	212520	126421.5	281834.43956043955	2	2894744	205175472	213613	176451	175483	0.9948832702129552	0.9945140577270744	503550	LRS
GTOP-AK092	3	341432	181385	1747	0	628	19	288.8296178343949	2	5613	181385	89005.5	264034.5398089172	2	3590609	165813691	183132	152300	150658	0.9904604329117794	0.9892186474064346	570930	LRS
GTOP-AK092	4	362793	186260	1005	1	548	26.5	339.8905109489051	2	6035	186260	109678.5	290536.4671532847	2	3486436	159213984	187266	156347	155448	0.9946279623636965	0.9942499696188606	566632	LRS
GTOP-AK092	5	287018	165774	386	0	528	45	313.96590909090907	2	4092	165774	117368	288143.38257575757	3	3096248	152139706	166160	137443	137163	0.9976769378911892	0.9979627918482571	588110	LRS
GTOP-AK092	6	292369	167841	1245	0	448	55	374.6450892857143	2	4497	167841	123373.5	317777.0379464286	2	3262302	142364113	169086	139628	138510	0.9926368830062808	0.9919930099979947	646685	LRS
GTOP-AK092	7	295230	162790	1987	0	434	72	375.0921658986175	2	7821	162790	131555	309294.42396313365	2	4508665	134233780	164777	136433	134585	0.9879412782123719	0.9864548899459809	584928	LRS
GTOP-AK092	8	247384	135911	1486	0	407	86	333.9336609336609	2	4282	135911	135091	301182.4324324324	4	3213251	122581250	137397	114940	113574	0.9891846255740664	0.988115538541848	546206	LRS
GTOP-AK092	9	234280	125573	2569	0	361	129	347.8476454293629	2	3254	125573	128867	288643.8725761773	1	2787042	104200438	128142	107579	105223	0.9799519283295095	0.9780998150196599	487022	LRS
