Indis	chromosome	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50	group
GTOP-CG041	21	230837	23619	9012	6	6143	3	3.8448640729285364	2	139	23619	279.5	412.5247395833333	1	10875	2534552	32637	28118	20744	0.7236878389557864	0.7377480617398108	0	SRS
GTOP-CG041	22	245064	21853	9992	14	5900	3	3.7038983050847456	2	68	21853	287	412.3886818027787	1	39988	2433918	31859	27155	19069	0.6859286229950721	0.702227950653655	0	SRS
GTOP-CG061	1	1346123	112888	62669	52	33954	2	3.3247334629204217	2	89	112888	243	332.27506184474026	1	48371	11282732	175609	152871	99941	0.6428372122157748	0.653760360042127	0	SRS
GTOP-CG061	2	1442131	118174	65016	37	36075	2	3.275786555786556	2	93	118174	241	325.46665927609337	1	7586	11743488	183227	160344	104955	0.6449595310734771	0.6545614428977697	0	SRS
GTOP-CG061	3	1220899	105050	57254	39	31591	2	3.325314171757779	2	298	105050	241	327.77272727272725	1	16256	10354996	162343	142354	93450	0.6470867237885218	0.6564620593731121	0	SRS
GTOP-CG061	4	1202538	104730	53752	33	30127	2	3.476283732200352	2	136	104730	243	341.8894714138766	1	10396	10303523	158515	138702	92947	0.6606945714916569	0.6701201136248937	0	SRS
GTOP-CG061	5	1086744	92542	49790	32	27987	2	3.306606638796584	2	71	92542	240	331.4645779000393	1	118036	9278025	142364	124965	82362	0.6500379309375965	0.6590805425519145	0	SRS
GTOP-CG061	6	1108910	97179	48053	33	26688	2	3.6412994604316546	2	380	97179	246	347.67872794696035	1	80603	9281979	145265	126713	85955	0.668977386156335	0.6783439741778665	0	SRS
GTOP-CG061	7	994838	91055	45839	41	26350	2	3.4555977229601518	2	151	91055	247	340.62278538639555	1	6737	8978476	136935	119324	80501	0.6649505239712272	0.6746421507827428	0	SRS
GTOP-CG061	8	926556	80933	39991	33	23359	2	3.464745922342566	2	212	80933	251	346.77054442732407	1	7570	8101947	120957	107070	72589	0.669105549906165	0.6779583450079387	0	SRS
GTOP-CG061	9	744819	65048	33193	23	19341	2	3.363218034227806	2	57	65048	244	332.41211745244004	1	9675	6430180	98264	85980	57803	0.6619718309859155	0.6722842521516632	0	SRS
GTOP-CG061	10	857595	80312	38745	26	23133	2	3.471750313405092	2	136	80312	251	345.78616488074664	1	11570	8002875	119083	104035	71241	0.6744203622683339	0.6847791608593262	0	SRS
GTOP-CG061	11	829233	67862	35824	31	19895	2	3.4110077909022367	2	102	67862	247.5	339.82306222981805	1	6955	6760440	103717	90805	60256	0.6542996808623466	0.6635757942844557	0	SRS
GTOP-CG061	12	818912	70578	38801	27	21244	2	3.322255695725852	2	63	70578	238	325.8872258307446	1	15865	6923800	109406	95164	62273	0.6451017311664808	0.6543756042200832	0	SRS
GTOP-CG061	13	607318	52781	27914	18	15683	2	3.3654912963081043	2	50	52781	245	332.00867402257796	1	5016	5205564	80713	70385	46712	0.6539343104580427	0.6636641329828799	0	SRS
GTOP-CG061	14	562720	50991	26606	20	15345	2	3.32297165200391	2	102	50991	240	327.7153931339978	1	10867	5030759	77617	67942	45205	0.65695659456047	0.6653469135439051	0	SRS
GTOP-CG061	15	505659	42113	22934	15	12742	2	3.3050541516245486	2	65	42113	244	326.6002040175769	1	6158	4162193	65062	56890	37455	0.6472749070117734	0.6583758129724029	0	SRS
GTOP-CG061	16	544613	47405	20699	10	12998	3	3.647099553777504	2	139	47405	260	364.3675101915237	1	8637	4737142	68114	59863	42562	0.6959655871039727	0.7109900940480764	0	SRS
GTOP-CG061	17	486605	38353	22261	17	11635	2	3.2963472281908035	2	44	38353	240	322.3497464982384	1	6496	3751184	60631	52210	33674	0.6325641998317693	0.6449722275426164	0	SRS
GTOP-CG061	18	479400	44595	22076	16	13107	2	3.4023804074158845	2	62	44595	247	335.8421173060789	1	9594	4403226	66687	58356	39448	0.6687210400827748	0.6759887586537803	0	SRS
GTOP-CG061	19	406094	36907	17253	18	9866	3	3.7408270829110073	2	182	36907	250	356.9850278199292	1	7045	3528797	54178	46425	32209	0.6812174683450847	0.693785675821217	0	SRS
GTOP-CG061	20	395701	32330	16867	13	9617	2	3.3617552251221796	2	89	32330	249	334.9454034941764	1	9293	3220835	49210	42819	28671	0.656980288559236	0.6695859314790163	0	SRS
GTOP-CG061	21	230837	21651	10319	7	6253	2	3.4624980009595396	2	43	21651	243	338.83389288569145	1	11252	2119406	31977	27248	18807	0.6770804015386058	0.6902157956547269	0	SRS
GTOP-CG061	22	245064	22120	9931	6	6037	3	3.6640715587212194	2	99	22120	263	359.85295578738203	1	5000	2173152	32057	27561	19443	0.6900209002713916	0.7054533580058778	0	SRS
GTOP-CG071	1	1346123	107972	59085	40	32573	2	3.314769901452123	2	87	107972	248	337.3050363686585	1	8623	10990410	167097	145602	95703	0.6461636055704172	0.6572917954423703	0	SRS
GTOP-CG071	2	1442131	117708	63315	55	35544	2	3.311613774476705	2	100	117708	246	333.84499831214134	1	12474	11867522	181078	158654	104510	0.6500403141187775	0.6587290582021254	0	SRS
GTOP-CG071	3	1220899	100131	53167	24	29795	2	3.360664541030374	2	150	100131	249	338.4706592853548	1	11368	10088118	153322	134536	88795	0.6530765317436507	0.6600092168638877	0	SRS
GTOP-CG071	4	1202538	112630	53960	48	31917	2	3.528840429864962	2	141	112630	251	353.20073918626866	1	11187	11276640	166638	145807	99794	0.6758962541557147	0.6844253019402361	0	SRS
GTOP-CG071	5	1086744	95989	49844	46	28986	2	3.311564203408542	2	70	95989	248	341.58423013245033	1	118036	9903210	145879	128385	85459	0.6580042363876911	0.6656462982435642	0	SRS
GTOP-CG071	6	1108910	102194	47523	40	27405	2	3.729027549717205	2	743	102194	251	358.2853757246509	1	22970	9826693	149757	131135	90635	0.68239881942079506	0.6911579669805925	0	SRS
GTOP-CG071	7	994838	86609	43979	33	25434	2	3.405244947707793	2	172	86609	250	341.154411475732	1	13363	8680674	130621	113984	76522	0.6630557107968856	0.6713398371701291	0	SRS
GTOP-CG071	8	926556	83952	38808	26	23667	3	3.5472176448219037	2	107	83952	257	361.8965356991973	1	19391	8566091	122786	108876	75308	0.6837261577052759	0.6916859546640215	0	SRS
GTOP-CG071	9	744819	61184	30999	27	18185	2	3.3645312070387683	2	78	61184	245	338.36895926109185	1	7264	6154593	92210	80686	54358	0.6635289014206702	0.673698039312892	0	SRS
GTOP-CG071	10	857595	74886	35509	20	21434	3	3.4937949052906596	2	74	74886	256	356.56647857109544	1	7579	7645855	110415	96546	66360	0.6782230675180003	0.6873407494872911	0	SRS
GTOP-CG071	11	829233	73742	36919	24	21792	2	3.38390234948605	2	68	73742	250	344.13269098417067	1	22208	7500372	110685	97587	65761	0.6662330035686859	0.6738704950454466	0	SRS
GTOP-CG071	12	818912	69519	37181	35	20857	2	3.3331255693532147	2	72	69519	248	335.61358515890896	1	6941	7001235	106735	93023	61461	0.6513233709654752	0.6607075669458091	0	SRS
GTOP-CG071	13	607318	57268	28445	27	16624	2	3.4448989412897015	2	81	57268	255	348.9520057737415	1	5720	5802025	85740	74914	50656	0.6679262887800327	0.6761886963718398	0	SRS
GTOP-CG071	14	562720	46576	24672	20	14095	2	3.30443419652359	2	73	46576	248	334.50922116612287	1	5790	4715911	71268	62222	41214	0.6535331425043498	0.6623702227507955	0	SRS
GTOP-CG071	15	505659	42845	21215	13	12321	2	3.477396315234153	2	67	42845	252	348.86498540382746	1	6043	4302203	64073	56086	38090	0.6686904000124858	0.6791356131654959	0	SRS
GTOP-CG071	16	544613	46786	20581	17	12560	3	3.725	2	181	46786	266	378.9758796370005	1	12000	4760695	67384	59518	42048	0.6943191262020658	0.7064753519943546	0	SRS
GTOP-CG071	17	486605	39741	21087	14	11686	2	3.400735923327058	2	61	39741	250	339.7377427911355	1	6974	3970515	60842	52557	34877	0.6531836560270865	0.6636033259128185	0	SRS
GTOP-CG071	18	479400	42041	20743	15	12335	2	3.4082691528171867	2	73	42041	254	342.4149169031212	1	6803	4223688	62799	55003	37237	0.6694533352441918	0.6769994363943785	0	SRS
GTOP-CG071	19	406094	38271	16611	8	10282	3	3.7221357712507293	2	203	38271	263	366.56697122861584	1	8895	3771241	54890	47209	33477	0.6972308252869375	0.7091232603952636	0	SRS
GTOP-CG071	20	395701	34257	17240	11	9999	3	3.426042604260426	2	93	34257	254	346.6029397060294	1	7944	3466376	51508	45060	30433	0.665081152442339	0.6753883710608078	0	SRS
GTOP-CG071	21	230837	23383	10294	9	6636	3	3.523658830620856	2	82	23383	253	348.7224231464738	1	6678	2314122	33686	28882	20419	0.6941459359971501	0.7069801260300533	0	SRS
GTOP-CG071	22	245064	21266	9473	9	5616	3	3.7866809116809117	2	87	21266	267.5	379.92381630473477	1	7028	2134412	30748	26309	18561	0.6916222193313386	0.7055000190049032	0	SRS
GTOP-CG091	1	1346123	110132	59467	55	32905	2	3.346968545813706	2	77	110132	258	377.0752871118673	1	788589	12411056	169654	147759	97639	0.6491565185613072	0.6607990037831875	0	SRS
GTOP-CG091	2	1442131	121756	62644	58	36211	2	3.3624036894866203	2	92	121756	263	357.9302203567681	1	7555	12962085	184458	161821	108422	0.6600743800756812	0.6700119267585789	0	SRS
GTOP-CG091	3	1220899	103793	52219	44	30130	2	3.4448390308662464	2	187	103793	265	368.7758603524375	1	63089	11112323	156056	137028	92341	0.6651009893884247	0.6738841696587559	0	SRS
GTOP-CG091	4	1202538	111935	50982	45	31805	3	3.5194151862914635	2	112	111935	265	371.2343494657448	1	49360	11812677	162962	142859	99339	0.6868779224604509	0.6953639602685165	0	SRS
GTOP-CG091	5	1086744	93019	46008	24	27265	2	3.4116633046029707	2	160	93019	266	369.9225860867652	1	118036	10087419	139051	122236	82848	0.6689559945631459	0.6777708694656239	0	SRS
GTOP-CG091	6	1108910	98104	46367	35	27242	2	3.6012040231994713	2	427	98104	265	369.63556648077486	1	11582	10074787	144506	126218	86795	0.6788922259283352	0.68765944635471965	0	SRS
GTOP-CG091	7	994838	90989	43814	37	26189	2	3.474321279926687	2	136	90989	265	366.5423903500401	1	8261	9602311	134840	117799	80555	0.6747923464847226	0.6838343279654326	0	SRS
GTOP-CG091	8	926556	80874	36498	29	22571	3	3.5830933498737316	2	179	80874	273	384.3222763507529	1	13070	8677997	117401	103879	72583	0.6888697711263106	0.6987264028340665	0	SRS
GTOP-CG091	9	744819	63889	30832	25	18492	2	3.4549534934025523	2	72	63889	269	367.2864712879853	1	9459	6792596	94746	82739	56751	0.6743187047474299	0.6859038663749863	0	SRS
GTOP-CG091	10	857595	77892	36130	33	21983	3	3.543283446299413	2	210	77892	267	374.3437144805638	1	14274	8233690	114055	99398	69041	0.6829336723510587	0.6945914404716392	0	SRS
GTOP-CG091	11	829233	72783	35081	17	20788	2	3.501202616894362	2	86	72783	267	374.1672678305199	1	31290	7780060	107881	94754	64730	0.6746600420834067	0.6831373873398484	0	SRS
GTOP-CG091	12	818912	74471	36726	28	21866	2	3.405789810664959	2	81	74471	261	357.1841130470572	1	8407	7810545	111225	96850	65625	0.6695527084738143	0.6775942178626743	0	SRS
GTOP-CG091	13	607318	52112	25493	25	15130	2	3.444282881692003	2	54	52112	263	364.59607506277257	1	6548	5517797	77630	67583	46035	0.6712868736313281	0.6811624225027004	0	SRS
GTOP-CG091	14	562720	50566	24479	20	14954	2	3.3814364049752577	2	94	50566	262	359.5313941825476	1	8223	5376792	75065	65628	44853	0.6736295210817291	0.6834430426037666	0	SRS
GTOP-CG091	15	505659	40252	20576	15	11580	2	3.475993091537133	2	134	40252	265	365.0172622130157	1	7377	4229090	60843	52881	35695	0.6615715858849827	0.6750061458746998	0	SRS
GTOP-CG091	16	544613	48159	20421	13	12940	3	3.721715610510046	2	86	48159	280	393.6244882193897	1	7790	5095469	68593	60304	43203	0.702097881708046	0.7164201379676307	0	SRS
GTOP-CG091	17	486605	39398	21159	21	11420	2	3.449912434325744	2	75	39398	257	355.28592683353753	1	6740	4059497	60578	52151	34603	0.6503681204397637	0.6635155605836897	0	SRS
GTOP-CG091	18	479400	43042	19517	8	12148	3	3.5431346723740536	2	72	43042	269	374.20900189253683	1	6925	4547762	62567	54764	38181	0.6879345341793597	0.6971915857132422	0	SRS
GTOP-CG091	19	406094	37075	15963	12	9618	3	3.8547515075899357	2	200	37075	275	394.0073651452282	1	10062	3798231	53050	45517	32489	0.6988689915174364	0.7137772700309775	0	SRS
GTOP-CG091	20	395701	33164	16659	16	9701	2	3.4186166374600555	2	93	33164	262	358.704112130269	1	6811	3480506	49839	43487	29462	0.665422660968318	0.6774898245452664	0	SRS
GTOP-CG091	21	230837	23148	9124	11	6155	3	3.7608448415922013	2	82	23148	273	394.4054580896686	1	9029	2427960	32283	27791	20321	0.7170337329244494	0.7312079450181713	0	SRS
GTOP-CG091	22	245064	20786	9200	3	5561	3	3.7378169393993885	2	47	20786	281	392.6465935646234	1	4415	2184293	29989	25595	18112	0.6931208109640201	0.7076382105880055	0	SRS
GTOP-CG111	1	1346123	119266	61048	61	35370	2	3.3719536330223354	2	87	119266	250	343.25904040261247	1	7093	12140729	180375	157422	105661	0.6612113652113653	0.6711958938394887	0	SRS
GTOP-CG111	2	1442131	115355	62267	48	35007	2	3.2951981032364954	2	112	115355	248	335.1732746800731	1	9595	11733746	177670	155725	102512	0.649265492204649	0.6582886498635415	0	SRS
GTOP-CG111	3	1220899	102726	53024	42	30475	2	3.370828547990156	2	142	102726	251	344.7672999310956	1	10477	10507473	155792	137154	91541	0.6593791722296395	0.6674322294646893	0	SRS
GTOP-CG111	4	1202538	108688	51239	47	30778	2	3.5313535642341933	2	142	108688	256	357.9947701802826	1	7699	11020869	159974	140145	96450	0.679410404190681	0.6882157765171787	0	SRS
GTOP-CG111	5	1086744	94667	48649	43	28476	2	3.324448658519455	2	73	94667	250	345.2225303657937	1	118036	9834009	143359	125886	84084	0.6603491932839933	0.66793765788094	0	SRS
GTOP-CG111	6	1108910	91563	46259	34	26392	2	3.4693467717490147	2	355	91563	252	344.50655253389897	1	29563	9095662	137856	120389	80919	0.6641930710306406	0.6721461263072208	0	SRS
GTOP-CG111	7	994838	88026	44863	35	26109	2	3.3714810984717913	2	130	88026	252	343.92620533833724	1	13363	8980945	132924	116460	78020	0.662228040083055	0.6699295895586468	0	SRS
GTOP-CG111	8	926556	82901	39179	34	23764	2	3.488512035010941	2	182	82901	259	358.44500546999916	1	6972	8518804	122114	108149	74393	0.678882028268667	0.6878750612580792	0	SRS
GTOP-CG111	9	744819	66501	32947	26	19576	2	3.397067838169187	2	64	66501	257	349.55894973436864	1	8143	6842966	99474	86975	59171	0.6685264491223838	0.6803219315895372	0	SRS
GTOP-CG111	10	857595	80326	37044	30	22742	3	3.5320552282121187	2	211	80326	257	366.3703150402039	1	153442	8338222	117400	102750	71191	0.6842078364565588	0.6928564476885645	0	SRS
GTOP-CG111	11	829233	69372	35267	34	20323	2	3.4134724204103724	2	72	69372	259	352.06139315230223	1	7039	7156704	104673	91974	61623	0.6627497062279671	0.6700045665079262	0	SRS
GTOP-CG111	12	818912	65856	34261	31	19389	2	3.3965650626643975	2	63	65856	252	344.008506908641	1	6868	6672389	100148	87139	58060	0.6575867715780644	0.6662917866856402	0	SRS
GTOP-CG111	13	607318	57214	28056	11	16521	2	3.463107560075056	2	108	57214	255	352.2020935438979	1	9657	5820844	85281	74467	50527	0.6708880055346443	0.6785153155088831	0	SRS
GTOP-CG111	14	562720	50161	25597	15	14847	2	3.3785276486832356	2	101	50161	253	345.48458120118505	1	6840	5131137	75773	66342	44438	0.6619904187507424	0.6698320822405113	0	SRS
GTOP-CG111	15	505659	43962	21335	15	12803	2	3.4337264703585095	2	133	43962	254	347.76204607575164	1	7377	4453093	65312	56986	38972	0.6731075453209211	0.6838872705576808	0	SRS
GTOP-CG111	16	544613	49827	20426	12	13347	3	3.733198471566644	2	106	49827	269	381.95926619243727	1	9894	5101066	70265	61906	44599	0.7091297231907777	0.7204309759958647	0	SRS
GTOP-CG111	17	486605	37845	20690	17	11268	2	3.358626198083067	2	65	37845	249	337.76605748757987	1	5705	3807299	58552	50701	33280	0.6463485448831807	0.656397309717757	0	SRS
GTOP-CG111	18	479400	42465	20184	19	12366	2	3.4340126152353228	2	73	42465	253.5	346.68533785968316	1	5738	4289191	62668	54879	37565	0.6776185613072062	0.684505913008619	0	SRS
GTOP-CG111	19	406094	37820	16540	20	10064	3	3.7579491255961845	2	90	37820	258	368.0740226235364	1	9163	3709450	54380	46739	33050	0.6954762780433983	0.7071182524230301	0	SRS
GTOP-CG111	20	395701	31390	16396	10	9277	2	3.383636951600733	2	101	31390	250	339.93435377816104	1	5684	3153571	47796	41548	27712	0.6567495187881831	0.6669875806296331	0	SRS
GTOP-CG111	21	230837	23468	9988	10	6415	3	3.6583008573655493	2	71	23468	257	368.20414523920834	1	7249	2362766	33466	28877	20616	0.7012490288651169	0.7139245766526994	0	SRS
GTOP-CG111	22	245064	22061	9773	5	6016	3	3.667054521276596	2	49	22061	264	373.78999833859444	1	5535	2249842	31839	27364	19298	0.692892364709947	0.7052331530478	0	SRS
GTOP-CG171	1	1346123	109405	60938	55	32715	2	3.3441846247898517	2	114	109405	248	335.7569054021022	1	8623	10988652	170398	148359	96765	0.6420556579302574	0.6522354558874083	0	SRS
GTOP-CG171	2	1442131	116472	63801	47	35317	2	3.2979018602939094	2	71	116472	244	333.20133069082675	1	21815	11768671	180320	158154	103632	0.6459183673469387	0.65526006297659245	0	SRS
GTOP-CG171	3	1220899	105626	55649	44	31485	2	3.354803874861045	2	319	105626	250	340.1407430930454	1	63148	10711032	161319	141594	94082	0.6547647828216143	0.6644490585759284	0	SRS
GTOP-CG171	4	1202538	104368	52020	48	29871	2	3.493957349938067	2	158	104368	248	349.1981324676194	1	8982	10433691	156436	136935	92655	0.6671610115318725	0.6766348997699638	0	SRS
GTOP-CG171	5	1086744	94058	50049	41	28376	2	3.314702565548351	2	125	94058	249	335.68457392468383	1	6332	9529078	144148	126359	83511	0.6525099203596304	0.660902666212933	0	SRS
GTOP-CG171	6	1108910	107028	50470	51	28728	2	3.725563909774436	2	897	107028	250	350.93223169246824	1	27082	10087547	157549	137933	94915	0.6793315095621045	0.6881239442337946	0	SRS
GTOP-CG171	7	994838	88397	43540	42	25460	2	3.4719952867242734	2	137	88397	250	345.99591644416523	1	8733	8811824	131979	115070	78273	0.6697807984603611	0.6802207352046581	0	SRS
GTOP-CG171	8	926556	82681	39355	35	23355	2	3.5401841147505886	2	113	82681	256	359.56299751776083	1	8292	8401549	122071	107943	74140	0.6773189373397449	0.6868439824722307	0	SRS
GTOP-CG171	9	744819	65315	33009	49	19246	2	3.3936921957809414	2	59	65315	253	344.7678719866999	1	9675	6636092	98373	86039	58006	0.663952507293668	0.6741826381059752	0	SRS
GTOP-CG171	10	857595	75634	35888	32	21599	3	3.501736191490347	2	124	75634	258	355.25632955334413	1	11800	7675313	111554	97263	67011	0.6780034781361494	0.6889670275438758	0	SRS
GTOP-CG171	11	829233	75543	37588	36	22154	2	3.4099034034485873	2	54	75543	254	347.30084822234255	1	5910	7697576	113167	99736	67514	0.6675355889967923	0.6769270875110291	0	SRS
GTOP-CG171	12	818912	69763	37616	27	20818	2	3.3510904025362667	2	65	69763	246	335.67761925349475	1	6103	6987801	107406	93603	61647	0.6495260972385155	0.6586006858754527	0	SRS
GTOP-CG171	13	607318	53197	26434	27	15191	2	3.5018761108551115	2	110	53197	252	352.04534983215956	1	21161	5348625	79658	69354	46968	0.6678174194682267	0.677221212907691	0	SRS
GTOP-CG171	14	562720	50064	25939	14	14827	2	3.376542793552303	2	147	50064	246	336.45832771409306	1	12966	4989677	76017	66700	44508	0.6585895260270729	0.6672863568215892	0	SRS
GTOP-CG171	15	505659	43649	21836	17	12697	2	3.4377411987083564	2	111	43649	247	342.6817430976166	1	6158	4356513	65502	57397	38824	0.6663765991878111	0.6764116591459484	0	SRS
GTOP-CG171	16	544613	47419	21039	21	12749	3	3.7194289748215548	2	143	47419	261	377.09963157482167	1	11280	4810660	68479	60306	42497	0.6924604623315177	0.7046894173050774	0	SRS
GTOP-CG171	17	486605	36824	20907	10	11014	2	3.34338115126203	2	59	36824	247	338.35396062063336	1	52328	3728999	57741	49766	32292	0.6377444103843023	0.6488767431579794	0	SRS
GTOP-CG171	18	479400	43418	21553	11	12794	2	3.3936220103173365	2	61	43418	247	339.54199546839595	1	8662	4345798	64982	56789	38407	0.6681542581022437	0.6763105531000722	0	SRS
GTOP-CG171	19	406094	33544	16136	17	9135	3	3.672030651340996	2	225	33544	255	359.8773791292934	1	37453	3289999	49697	42412	29192	0.6749703201400487	0.6882957653494294	0	SRS
GTOP-CG171	20	395701	30290	16291	9	9054	2	3.345482659597968	2	40	30290	251	337.3850739677633	1	4333	3056034	46590	40425	26813	0.6501395149173642	0.6632776747062461	0	SRS
GTOP-CG171	21	230837	20466	9751	8	5805	2	3.525581395348837	2	55	20466	254	356.08214224212156	1	11773	2067769	30225	25827	17860	0.67712158808933	0.6915243737174275	0	SRS
GTOP-CG171	22	245064	23439	10419	3	6267	3	3.740067017711824	2	87	23439	262	375.2235162731334	1	9707	2351901	33861	29070	20536	0.6922122796137149	0.7064327485380117	0	SRS
GTOP-CG172	1	1346123	115311	58696	64	33958	2	3.395694681665587	2	90	115311	268	368.5441886481394	1	11222	12518709	174071	151572	101982	0.6624365919653474	0.6728287546512548	0	SRS
GTOP-CG172	2	1442131	116112	60926	45	34734	2	3.342891691138366	2	99	116112	266	363.5756607358784	1	14831	12628437	177083	155186	103264	0.6556925283624063	0.665420849818927	0	SRS
GTOP-CG172	3	1220899	107957	51071	40	31104	2	3.4708397633744856	2	317	107957	270	375.63649217519844	1	18434	11689432	159068	140229	96348	0.6786845877234893	0.6870761397428492	0	SRS
GTOP-CG172	4	1202538	115007	50727	42	31925	3	3.602411902897416	2	110	115007	274	388.9428821945262	1	14503	12420502	165776	145444	102172	0.6937493967763729	0.7024834300486785	0	SRS
GTOP-CG172	5	1086744	96576	47053	30	28364	2	3.404879424622761	2	217	96576	268	370.52109548482605	1	20648	10512054	143659	126122	85752	0.6722586124085508	0.6799131000142719	0	SRS
GTOP-CG172	6	1108910	98002	44070	32	26593	2	3.685255518369496	2	377	98002	276	388.46149220071413	1	11885	10335018	142104	124334	86802	0.6896498339244497	0.6981356668328856	0	SRS
GTOP-CG172	7	994838	90859	41930	49	25992	3	3.495652508464143	2	113	90859	274	378.99119467835584	1	13380	9856424	132838	115966	80442	0.6839834986976618	0.693668833968577	0	SRS
GTOP-CG172	8	926556	87566	37622	32	24048	3	3.641300731869594	2	96	87566	282	399.42047721982044	1	8511	9608459	125220	111050	78611	0.699297236863121	0.7078883385862225	0	SRS
GTOP-CG172	9	744819	62164	29038	31	17771	3	3.498058634854538	2	79	62164	270	376.56770745428975	1	8819	6693491	91233	79774	55295	0.6813762563984523	0.6931456364228947	0	SRS
GTOP-CG172	10	857595	80612	35179	30	22250	3	3.6230112359550564	2	211	80612	277	392.74140796981	1	19327	8742031	115821	101054	71292	0.6960050422634928	0.7054841965681715	0	SRS
GTOP-CG172	11	829233	77167	35706	18	22102	3	3.4914034928965703	2	102	77167	273	382.10548694983487	1	32041	8447206	112891	99679	68841	0.6835531618995314	0.6906269123887679	0	SRS
GTOP-CG172	12	818912	73525	35386	20	21481	2	3.422792234998371	2	89	73525	270	369.22101735933353	1	8555	7933452	108931	95042	64902	0.6749685580780495	0.6828770438332527	0	SRS
GTOP-CG172	13	607318	55824	25574	20	15848	2	3.5224634023220593	2	117	55824	272	380.65533551967707	1	9624	6035671	81418	71087	49297	0.6856469085460217	0.6934741935937654	0	SRS
GTOP-CG172	14	562720	48951	23123	22	14111	2	3.4689958188647156	2	117	48951	271	374.13207680861615	1	11305	5280126	72096	62980	43337	0.678969707057257	0.6881073356621149	0	SRS
GTOP-CG172	15	505659	45076	20706	12	12873	2	3.5015924803853027	2	139	45076	273	374.2804688712933	1	7644	4821481	65794	57538	40075	0.6851080645651579	0.6964962285793737	0	SRS
GTOP-CG172	16	544613	47244	19689	14	12630	3	3.7406175771971495	2	103	47244	288	407.03910393414077	1	6939	5142125	66947	58884	42415	0.7056925627735373	0.7203145166768562	0	SRS
GTOP-CG172	17	486605	41199	20648	18	11948	2	3.448192166052896	2	62	41199	266	369.5918674698795	1	13273	4417362	61865	53642	36336	0.6659500525337428	0.6773796651877261	0	SRS
GTOP-CG172	18	479400	41598	19209	10	11726	3	3.5475012792085963	2	72	41598	276	382.78243070362475	1	5738	4488124	60817	53218	36831	0.6839863853856651	0.6920778683903942	0	SRS
GTOP-CG172	19	406094	33491	14441	21	8973	3	3.732419480664215	2	53	33491	281	395.16384495433283	1	6212	3547781	47953	41115	29297	0.698413029424645	0.7125623251854555	0	SRS
GTOP-CG172	20	395701	33699	15827	9	9593	3	3.512873970603565	2	99	33699	274	378.8748567260602	1	11042	3636062	49535	43176	29864	0.68030685373978	0.691680563275894	0	SRS
GTOP-CG172	21	230837	22581	9353	5	6115	3	3.692722812755519	2	85	22581	282	401.15107913669067	1	9438	2453440	31939	27307	19684	0.7070039763298789	0.7208408100487055	0	SRS
GTOP-CG172	22	245064	22291	9401	8	5720	3	3.897027972027972	2	126	22291	286	414.7816212438854	1	9707	2374210	31700	27247	19530	0.7031861198738171	0.7167761588431754	0	SRS
GTOP-CG191	1	1346123	110193	60426	51	33409	2	3.2983028525247686	2	81	110193	244	329.7394973070018	1	23069	11019894	170670	148610	97325	0.645649499033222	0.6549020927259269	0	SRS
GTOP-CG191	2	1442131	112119	62255	57	34278	2	3.270873446525468	2	81	112119	243	326.55600933488915	1	12448	11194340	174431	153114	99754	0.6427699204843176	0.6515014956176444	0	SRS
GTOP-CG191	3	1220899	99636	54720	49	30377	2	3.2799815649998356	2	81	99636	245	329.0986077740842	1	62965	9999003	154405	135450	88434	0.6452899841326382	0.652890365448505	0	SRS
GTOP-CG191	4	1202538	107648	52745	25	31055	2	3.466366124617614	2	140	107648	250	344.0352232847162	1	6486	10685390	160418	140724	95625	0.6710468899998753	0.6795216167817856	0	SRS
GTOP-CG191	5	1086744	86530	45866	45	26014	2	3.3262858460828784	2	88	86530	246	341.24916407240863	1	118036	8878962	132441	116097	76893	0.6533475283333711	0.6623168557327063	0	SRS
GTOP-CG191	6	1108910	98573	49323	42	27911	2	3.531690014689549	2	561	98573	248	344.46631808903055	1	16880	9618533	147938	129293	87164	0.6663129148697428	0.6741586938194644	0	SRS
GTOP-CG191	7	994838	91116	43828	33	26504	2	3.437820706308482	2	113	91116	247	340.8204103182984	1	13363	9037194	134977	118084	80746	0.6750483415693044	0.6838013617424884	0	SRS
GTOP-CG191	8	926556	84401	39839	36	24070	2	3.506481096800997	2	64	84401	252	353.1525874242047	1	19391	8503208	124276	110167	75707	0.6791415880781486	0.6872021567256983	0	SRS
GTOP-CG191	9	744819	62432	31926	28	18620	2	3.352953813104189	2	51	62432	248	336.82603791825557	1	4926	6271364	94386	82703	55577	0.6614540291992457	0.6720070614125243	0	SRS
GTOP-CG191	10	857595	75887	37031	32	21999	2	3.4495658893586074	2	117	75887	250	344.45604470492026	1	7280	7581822	112950	98507	66903	0.6718636564851704	0.6791700082227659	0	SRS
GTOP-CG191	11	829233	72240	36671	36	21429	2	3.371132577348453	2	86	72240	250	340.1348513835099	1	8162	7289430	108947	95893	64354	0.6630747060497306	0.6711021659558049	0	SRS
GTOP-CG191	12	818912	69671	37467	27	21093	2	3.303038922865406	2	63	69671	242	328.4200199061567	1	6122	6929334	107165	93631	61613	0.6501283068165913	0.6580406062094819	0	SRS
