Major_Type	tec	sampleID	Total_count
Total	LRS	GTOP-CA121	5161105
Total	LRS	GTOP-CA161	5165163
Total	LRS	GTOP-CA171	5180555
Total	LRS	GTOP-CA181	5128939
Total	LRS	GTOP-CA231	5312025
Total	LRS	GTOP-CA241	5207351
Total	LRS	GTOP-CB051	5142443
Total	LRS	GTOP-CB052	5154751
Total	LRS	GTOP-CB121	5151379
Total	LRS	GTOP-CB151	5194716
Total	LRS	GTOP-CB161	5160318
Total	LRS	GTOP-CB261	5196800
Total	LRS	GTOP-CB271	5085387
Total	LRS	GTOP-CB281	5168357
Total	LRS	GTOP-CC031	5153081
Total	LRS	GTOP-CC041	5105112
Total	LRS	GTOP-CC061	5138492
Total	LRS	GTOP-CC121	5203121
Total	LRS	GTOP-CC131	5167384
Total	LRS	GTOP-CC141	5122823
Total	LRS	GTOP-CC201	5168613
Total	LRS	GTOP-CC231	5177077
Total	LRS	GTOP-CC241	5203557
Total	LRS	GTOP-CC251	5176983
Total	LRS	GTOP-CC291	5172268
Total	LRS	GTOP-CC311	5174622
Total	LRS	GTOP-CD021	5191070
Total	LRS	GTOP-CD121	5164157
Total	LRS	GTOP-CE111	5156471
Total	LRS	GTOP-CE131	5138539
Total	LRS	GTOP-CE141	5216090
Total	LRS	GTOP-CE161	5130127
Total	LRS	GTOP-CF011	5202084
Total	LRS	GTOP-CF051	5296188
Total	LRS	GTOP-CF121	5160989
Total	LRS	GTOP-CF201	5149582
Total	LRS	GTOP-CF221	5136277
Total	LRS	GTOP-CF241	5158866
Total	LRS	GTOP-CF242	5273753
Total	LRS	GTOP-CF301	5165433
Total	LRS	GTOP-CG041	5150877
Total	LRS	GTOP-CG061	5156811
Total	LRS	GTOP-CG071	5173615
Total	LRS	GTOP-CG091	5123305
Total	LRS	GTOP-CG111	5213234
Total	LRS	GTOP-CG171	5145913
Total	LRS	GTOP-CG172	5257243
Total	LRS	GTOP-CG191	5135183
Total	LRS	GTOP-CG211	5180450
Total	LRS	GTOP-CG261	5160362
Total	LRS	GTOP-CG271	5122448
Total	LRS	GTOP-CH041	5134074
Total	LRS	GTOP-CH081	5176358
Total	LRS	GTOP-CH082	5137038
Total	LRS	GTOP-CH091	5112958
Total	LRS	GTOP-CH101	5171438
Total	LRS	GTOP-CH102	5160163
Total	LRS	GTOP-CI161	5117873
Total	LRS	GTOP-CI201	5195506
Total	LRS	GTOP-CI211	5144727
Total	LRS	GTOP-CI221	5124832
Total	LRS	GTOP-CI222	5128734
Total	LRS	GTOP-CI231	5135538
Total	LRS	GTOP-CI251	5133761
Total	LRS	GTOP-CI291	5167302
Total	LRS	GTOP-CI301	5136506
Total	LRS	GTOP-CJ091	5109842
Total	LRS	GTOP-CJ092	5130032
Total	LRS	GTOP-CJ093	5134354
Total	LRS	GTOP-CJ111	5146027
Total	LRS	GTOP-CJ151	5181075
Total	LRS	GTOP-CJ231	5167751
Total	LRS	GTOP-CK031	5215763
Total	LRS	GTOP-CL111	5155201
Total	LRS	GTOP-CL141	5189833
Total	LRS	GTOP-CL161	5167536
Total	LRS	GTOP-CL171	5119082
Total	SRS	GTOP-AJ141	4281118
Total	SRS	GTOP-AJ142	4313370
Total	SRS	GTOP-AJ211	4322086
Total	SRS	GTOP-AJ221	4318491
Total	SRS	GTOP-AJ231	4342195
Total	SRS	GTOP-AK091	4357463
Total	SRS	GTOP-AK092	4350474
Total	SRS	GTOP-AK111	4264595
Total	SRS	GTOP-AK112	4328805
Total	SRS	GTOP-AK221	4271625
Total	SRS	GTOP-AK231	4302531
Total	SRS	GTOP-AK281	4334971
Total	SRS	GTOP-AL091	4271452
Total	SRS	GTOP-AL121	4241752
Total	SRS	GTOP-AL271	4301170
Total	SRS	GTOP-BA041	4314525
Total	SRS	GTOP-BA081	4318423
Total	SRS	GTOP-BA082	4338034
Total	SRS	GTOP-BA091	4329279
Total	SRS	GTOP-BA101	4303748
Total	SRS	GTOP-BA102	4322194
Total	SRS	GTOP-BA131	4337086
Total	SRS	GTOP-BA132	4344375
Total	SRS	GTOP-BA181	4315800
Total	SRS	GTOP-BA191	4322633
Total	SRS	GTOP-BA211	4308725
Total	SRS	GTOP-BA231	4313625
Total	SRS	GTOP-BA232	4239475
Total	SRS	GTOP-BA251	4333592
Total	SRS	GTOP-BB011	4321070
Total	SRS	GTOP-BB201	4307224
Total	SRS	GTOP-BB202	4312794
Total	SRS	GTOP-BB211	4320176
Total	SRS	GTOP-BB251	4317961
Total	SRS	GTOP-BB261	4286222
Total	SRS	GTOP-BC041	4310790
Total	SRS	GTOP-BC061	4038545
Total	SRS	GTOP-BC161	4364811
Total	SRS	GTOP-BC171	4332147
Total	SRS	GTOP-BC181	4338605
Total	SRS	GTOP-BC191	4302970
Total	SRS	GTOP-BD011	4321695
Total	SRS	GTOP-BD201	4311671
Total	SRS	GTOP-BE141	4321485
Total	SRS	GTOP-BE161	4328431
Total	SRS	GTOP-BE181	4293448
Total	SRS	GTOP-BE221	4352874
Total	SRS	GTOP-BF221	4330753
Total	SRS	GTOP-BF251	4268451
Total	SRS	GTOP-BF271	4319425
Total	SRS	GTOP-BG091	4320885
Total	SRS	GTOP-BG171	4342346
Total	SRS	GTOP-BG291	4356246
Total	SRS	GTOP-BG311	4309954
Total	SRS	GTOP-BH071	4333187
Total	SRS	GTOP-BH101	4309861
Total	SRS	GTOP-BH131	4332356
Total	SRS	GTOP-BH171	4325343
Total	SRS	GTOP-BH271	4299614
Total	SRS	GTOP-BI071	4322399
Total	SRS	GTOP-BI281	4267132
Total	SRS	GTOP-BJ111	4307723
Total	SRS	GTOP-BJ131	4344296
Total	SRS	GTOP-BJ141	4335811
Total	SRS	GTOP-BJ171	4335786
Total	SRS	GTOP-BJ191	4334467
Total	SRS	GTOP-BJ201	4353042
Total	SRS	GTOP-BK021	4360441
Total	SRS	GTOP-BK071	4321034
Total	SRS	GTOP-BK161	4224459
Total	SRS	GTOP-BK191	4324916
Total	SRS	GTOP-BK251	4292017
Total	SRS	GTOP-BK261	4276488
Total	SRS	GTOP-BK281	4297895
Total	SRS	GTOP-BL021	4268190
Total	SRS	GTOP-BL091	4341745
Total	SRS	GTOP-BL151	4337253
Total	SRS	GTOP-BL161	4269689
Total	SRS	GTOP-BL221	4306745
Total	SRS	GTOP-BL261	4330491
Total	SRS	GTOP-BL271	4341633
Total	SRS	GTOP-CA031	4278555
Total	SRS	GTOP-CA081	4421797
Total	SRS	GTOP-CA121	4391349
Total	SRS	GTOP-CA161	4283855
Total	SRS	GTOP-CA171	4346630
Total	SRS	GTOP-CA181	4376086
Total	SRS	GTOP-CA231	4282508
Total	SRS	GTOP-CA241	4266299
Total	SRS	GTOP-CB051	4241813
Total	SRS	GTOP-CB052	4252488
Total	SRS	GTOP-CB121	4223794
Total	SRS	GTOP-CB151	4261471
Total	SRS	GTOP-CB161	4228033
Total	SRS	GTOP-CB261	4262483
Total	SRS	GTOP-CB271	4184165
Total	SRS	GTOP-CB281	4241916
Total	SRS	GTOP-CC031	4235640
Total	SRS	GTOP-CC041	4222547
Total	SRS	GTOP-CC061	4225321
Total	SRS	GTOP-CC121	4246223
Total	SRS	GTOP-CC131	4185621
Total	SRS	GTOP-CC141	4234849
Total	SRS	GTOP-CC201	4234948
Total	SRS	GTOP-CC231	4259363
Total	SRS	GTOP-CC241	4233426
Total	SRS	GTOP-CC251	4239163
Total	SRS	GTOP-CC291	4240920
Total	SRS	GTOP-CC311	4263105
Total	SRS	GTOP-CD021	4218632
Total	SRS	GTOP-CD121	4224371
Total	SRS	GTOP-CE111	4207849
Total	SRS	GTOP-CE131	4213646
Total	SRS	GTOP-CE141	4214692
Total	SRS	GTOP-CE161	4195835
Total	SRS	GTOP-CF011	4205609
Total	SRS	GTOP-CF051	4245036
Total	SRS	GTOP-CF121	4241108
Total	SRS	GTOP-CF201	4228010
Total	SRS	GTOP-CF221	4260077
Total	SRS	GTOP-CF241	4235637
Total	SRS	GTOP-CF242	4258997
Total	SRS	GTOP-CF301	4238424
Total	SRS	GTOP-CG041	4226522
Total	SRS	GTOP-CG061	4253931
Total	SRS	GTOP-CG071	4249172
Total	SRS	GTOP-CG091	4260335
Total	SRS	GTOP-CG111	4244113
Total	SRS	GTOP-CG171	4232065
Total	SRS	GTOP-CG172	4244033
Total	SRS	GTOP-CG191	4225335
Total	SRS	GTOP-CG211	4201634
Total	SRS	GTOP-CG261	4161550
Total	SRS	GTOP-CG271	4202468
Total	SRS	GTOP-CH041	4246110
Total	SRS	GTOP-CH081	4209708
Total	SRS	GTOP-CH082	4234039
Total	SRS	GTOP-CH091	4240096
Total	SRS	GTOP-CH101	4262206
Total	SRS	GTOP-CH102	4214364
Total	SRS	GTOP-CI161	4228089
Total	SRS	GTOP-CI201	4269362
Total	SRS	GTOP-CI211	4216331
Total	SRS	GTOP-CI221	4214513
Total	SRS	GTOP-CI222	4207313
Total	SRS	GTOP-CI231	4202006
Total	SRS	GTOP-CI251	4213379
Total	SRS	GTOP-CI291	4242522
Total	SRS	GTOP-CI301	4223343
Total	SRS	GTOP-CJ091	4243177
Total	SRS	GTOP-CJ092	4241442
Total	SRS	GTOP-CJ093	4232072
Total	SRS	GTOP-CJ111	4111599
Total	SRS	GTOP-CJ151	4207048
Total	SRS	GTOP-CJ231	4311776
Total	SRS	GTOP-CK031	4279999
Total	SRS	GTOP-CL111	4238241
Total	SRS	GTOP-CL141	4237936
Total	SRS	GTOP-CL161	4262148
Total	SRS	GTOP-CL171	4191896
VNTR	LRS	GTOP-AJ141	29258
VNTR	LRS	GTOP-AJ142	29137
VNTR	LRS	GTOP-AJ211	29435
VNTR	LRS	GTOP-AJ221	29435
VNTR	LRS	GTOP-AJ231	29464
VNTR	LRS	GTOP-AK091	29326
VNTR	LRS	GTOP-AK092	29357
VNTR	LRS	GTOP-AK111	29339
VNTR	LRS	GTOP-AK112	29146
VNTR	LRS	GTOP-AK221	29445
VNTR	LRS	GTOP-AK231	29022
VNTR	LRS	GTOP-AK281	29373
VNTR	LRS	GTOP-AL091	28997
VNTR	LRS	GTOP-AL121	28959
VNTR	LRS	GTOP-AL271	29353
VNTR	LRS	GTOP-BA041	29294
VNTR	LRS	GTOP-BA081	29130
VNTR	LRS	GTOP-BA082	29410
VNTR	LRS	GTOP-BA091	29463
VNTR	LRS	GTOP-BA101	28923
VNTR	LRS	GTOP-BA102	29173
VNTR	LRS	GTOP-BA131	29321
VNTR	LRS	GTOP-BA132	29163
VNTR	LRS	GTOP-BA181	29348
VNTR	LRS	GTOP-BA191	29419
VNTR	LRS	GTOP-BA211	29292
VNTR	LRS	GTOP-BA231	29038
VNTR	LRS	GTOP-BA232	29176
VNTR	LRS	GTOP-BA251	29446
VNTR	LRS	GTOP-BB011	29486
VNTR	LRS	GTOP-BB201	29224
VNTR	LRS	GTOP-BB202	29312
VNTR	LRS	GTOP-BB211	29154
VNTR	LRS	GTOP-BB251	29331
VNTR	LRS	GTOP-BB261	29037
VNTR	LRS	GTOP-BC041	29435
VNTR	LRS	GTOP-BC061	28790
VNTR	LRS	GTOP-BC161	29721
VNTR	LRS	GTOP-BC171	29343
VNTR	LRS	GTOP-BC181	29313
VNTR	LRS	GTOP-BC191	29190
VNTR	LRS	GTOP-BD011	29090
VNTR	LRS	GTOP-BD201	29100
VNTR	LRS	GTOP-BE141	29349
VNTR	LRS	GTOP-BE161	29032
VNTR	LRS	GTOP-BE181	29238
VNTR	LRS	GTOP-BE221	29225
VNTR	LRS	GTOP-BF221	29268
VNTR	LRS	GTOP-BF251	28994
VNTR	LRS	GTOP-BF271	29421
VNTR	LRS	GTOP-BG091	29139
VNTR	LRS	GTOP-BG171	29399
VNTR	LRS	GTOP-BG291	29627
VNTR	LRS	GTOP-BG311	29230
VNTR	LRS	GTOP-BH071	29285
VNTR	LRS	GTOP-BH101	29176
VNTR	LRS	GTOP-BH131	28964
VNTR	LRS	GTOP-BH171	29150
VNTR	LRS	GTOP-BH271	29293
VNTR	LRS	GTOP-BI071	29343
VNTR	LRS	GTOP-BI281	29314
VNTR	LRS	GTOP-BJ111	29268
VNTR	LRS	GTOP-BJ131	29150
VNTR	LRS	GTOP-BJ141	29125
VNTR	LRS	GTOP-BJ171	29238
VNTR	LRS	GTOP-BJ191	29614
VNTR	LRS	GTOP-BJ201	29267
VNTR	LRS	GTOP-BK021	29534
VNTR	LRS	GTOP-BK071	29488
VNTR	LRS	GTOP-BK161	29357
VNTR	LRS	GTOP-BK191	29385
VNTR	LRS	GTOP-BK251	29121
VNTR	LRS	GTOP-BK261	29293
VNTR	LRS	GTOP-BK281	29298
VNTR	LRS	GTOP-BL021	29363
VNTR	LRS	GTOP-BL091	29377
VNTR	LRS	GTOP-BL151	29611
VNTR	LRS	GTOP-BL161	29416
VNTR	LRS	GTOP-BL221	29457
VNTR	LRS	GTOP-BL261	29209
VNTR	LRS	GTOP-BL271	29750
VNTR	LRS	GTOP-CA031	29441
VNTR	LRS	GTOP-CA081	29084
VNTR	LRS	GTOP-CA121	29335
VNTR	LRS	GTOP-CA161	29022
VNTR	LRS	GTOP-CA171	29170
VNTR	LRS	GTOP-CA181	28928
VNTR	LRS	GTOP-CA231	29264
VNTR	LRS	GTOP-CA241	29316
VNTR	LRS	GTOP-CB051	29103
VNTR	LRS	GTOP-CB052	29528
VNTR	LRS	GTOP-CB121	29282
VNTR	LRS	GTOP-CB151	29714
VNTR	LRS	GTOP-CB161	29595
VNTR	LRS	GTOP-CB261	29558
VNTR	LRS	GTOP-CB271	28730
VNTR	LRS	GTOP-CB281	29042
VNTR	LRS	GTOP-CC031	29246
VNTR	LRS	GTOP-CC041	28947
VNTR	LRS	GTOP-CC061	29309
VNTR	LRS	GTOP-CC121	29025
VNTR	LRS	GTOP-CC131	29381
VNTR	LRS	GTOP-CC141	29162
VNTR	LRS	GTOP-CC201	29106
VNTR	LRS	GTOP-CC231	29287
VNTR	LRS	GTOP-CC241	29441
VNTR	LRS	GTOP-CC251	28951
VNTR	LRS	GTOP-CC291	29093
VNTR	LRS	GTOP-CC311	29252
VNTR	LRS	GTOP-CD021	29078
VNTR	LRS	GTOP-CD121	29080
VNTR	LRS	GTOP-CE111	29256
VNTR	LRS	GTOP-CE131	28805
VNTR	LRS	GTOP-CE141	29421
VNTR	LRS	GTOP-CE161	29322
VNTR	LRS	GTOP-CF011	29239
VNTR	LRS	GTOP-CF051	29162
VNTR	LRS	GTOP-CF121	29458
VNTR	LRS	GTOP-CF201	29168
VNTR	LRS	GTOP-CF221	28906
VNTR	LRS	GTOP-CF241	29423
VNTR	LRS	GTOP-CF242	29516
VNTR	LRS	GTOP-CF301	29146
VNTR	LRS	GTOP-CG041	28989
VNTR	LRS	GTOP-CG061	29291
VNTR	LRS	GTOP-CG071	29105
VNTR	LRS	GTOP-CG091	29397
VNTR	LRS	GTOP-CG111	29115
VNTR	LRS	GTOP-CG171	29067
VNTR	LRS	GTOP-CG172	29302
VNTR	LRS	GTOP-CG191	29495
VNTR	LRS	GTOP-CG211	29289
VNTR	LRS	GTOP-CG261	29634
VNTR	LRS	GTOP-CG271	29122
VNTR	LRS	GTOP-CH041	29213
VNTR	LRS	GTOP-CH081	29358
VNTR	LRS	GTOP-CH082	29171
VNTR	LRS	GTOP-CH091	29244
VNTR	LRS	GTOP-CH101	29160
VNTR	LRS	GTOP-CH102	29239
VNTR	LRS	GTOP-CI161	29429
VNTR	LRS	GTOP-CI201	29456
VNTR	LRS	GTOP-CI211	29438
VNTR	LRS	GTOP-CI221	29469
VNTR	LRS	GTOP-CI222	29362
VNTR	LRS	GTOP-CI231	29231
VNTR	LRS	GTOP-CI251	29208
VNTR	LRS	GTOP-CI291	29299
VNTR	LRS	GTOP-CI301	29532
VNTR	LRS	GTOP-CJ091	29257
VNTR	LRS	GTOP-CJ092	29347
VNTR	LRS	GTOP-CJ093	29371
VNTR	LRS	GTOP-CJ111	29145
VNTR	LRS	GTOP-CJ151	29155
VNTR	LRS	GTOP-CJ231	29193
VNTR	LRS	GTOP-CK031	29538
VNTR	LRS	GTOP-CL111	29265
VNTR	LRS	GTOP-CL141	29094
VNTR	LRS	GTOP-CL161	29465
VNTR	LRS	GTOP-CL171	29270
VNTR	SRS	GTOP-AJ141	4981
VNTR	SRS	GTOP-AJ142	4362
VNTR	SRS	GTOP-AJ211	4518
VNTR	SRS	GTOP-AJ221	4396
VNTR	SRS	GTOP-AJ231	3794
VNTR	SRS	GTOP-AK091	4544
VNTR	SRS	GTOP-AK092	4360
VNTR	SRS	GTOP-AK111	4634
VNTR	SRS	GTOP-AK112	3702
VNTR	SRS	GTOP-AK221	5442
VNTR	SRS	GTOP-AK231	3486
VNTR	SRS	GTOP-AK281	3709
VNTR	SRS	GTOP-AL091	4875
VNTR	SRS	GTOP-AL121	3839
VNTR	SRS	GTOP-AL271	3672
VNTR	SRS	GTOP-BA041	3760
VNTR	SRS	GTOP-BA081	3431
VNTR	SRS	GTOP-BA082	3441
VNTR	SRS	GTOP-BA091	3519
VNTR	SRS	GTOP-BA101	3892
VNTR	SRS	GTOP-BA102	3500
VNTR	SRS	GTOP-BA131	3570
VNTR	SRS	GTOP-BA132	3830
VNTR	SRS	GTOP-BA181	3718
VNTR	SRS	GTOP-BA191	3671
VNTR	SRS	GTOP-BA211	3396
VNTR	SRS	GTOP-BA231	4058
VNTR	SRS	GTOP-BA232	3821
VNTR	SRS	GTOP-BA251	3635
VNTR	SRS	GTOP-BB011	3627
VNTR	SRS	GTOP-BB201	3513
VNTR	SRS	GTOP-BB202	3902
VNTR	SRS	GTOP-BB211	3741
VNTR	SRS	GTOP-BB251	3838
VNTR	SRS	GTOP-BB261	3874
VNTR	SRS	GTOP-BC041	3545
VNTR	SRS	GTOP-BC061	2429
VNTR	SRS	GTOP-BC161	3073
VNTR	SRS	GTOP-BC171	3026
VNTR	SRS	GTOP-BC181	3291
VNTR	SRS	GTOP-BC191	3087
VNTR	SRS	GTOP-BD011	3069
VNTR	SRS	GTOP-BD201	2963
VNTR	SRS	GTOP-BE141	3378
VNTR	SRS	GTOP-BE161	3112
VNTR	SRS	GTOP-BE181	3856
VNTR	SRS	GTOP-BE221	3895
VNTR	SRS	GTOP-BF221	2905
VNTR	SRS	GTOP-BF251	3068
VNTR	SRS	GTOP-BF271	3004
VNTR	SRS	GTOP-BG091	3236
VNTR	SRS	GTOP-BG171	3124
VNTR	SRS	GTOP-BG291	3070
VNTR	SRS	GTOP-BG311	2968
VNTR	SRS	GTOP-BH071	3339
VNTR	SRS	GTOP-BH101	3141
VNTR	SRS	GTOP-BH131	3167
VNTR	SRS	GTOP-BH171	3557
VNTR	SRS	GTOP-BH271	2801
VNTR	SRS	GTOP-BI071	3277
VNTR	SRS	GTOP-BI281	5144
VNTR	SRS	GTOP-BJ111	3654
VNTR	SRS	GTOP-BJ131	3505
VNTR	SRS	GTOP-BJ141	3933
VNTR	SRS	GTOP-BJ171	3623
VNTR	SRS	GTOP-BJ191	4099
VNTR	SRS	GTOP-BJ201	1867
VNTR	SRS	GTOP-BK021	3442
VNTR	SRS	GTOP-BK071	3425
VNTR	SRS	GTOP-BK161	5678
VNTR	SRS	GTOP-BK191	4381
VNTR	SRS	GTOP-BK251	3299
VNTR	SRS	GTOP-BK261	4004
VNTR	SRS	GTOP-BK281	3804
VNTR	SRS	GTOP-BL021	4318
VNTR	SRS	GTOP-BL091	3540
VNTR	SRS	GTOP-BL151	3750
VNTR	SRS	GTOP-BL161	4229
VNTR	SRS	GTOP-BL221	3556
VNTR	SRS	GTOP-BL261	3350
VNTR	SRS	GTOP-BL271	3673
VNTR	SRS	GTOP-CA031	3133
VNTR	SRS	GTOP-CA081	3017
VNTR	SRS	GTOP-CA121	3129
VNTR	SRS	GTOP-CA161	3229
VNTR	SRS	GTOP-CA171	3414
VNTR	SRS	GTOP-CA181	3083
VNTR	SRS	GTOP-CA231	3339
VNTR	SRS	GTOP-CA241	3804
VNTR	SRS	GTOP-CB051	3918
VNTR	SRS	GTOP-CB052	3355
VNTR	SRS	GTOP-CB121	3985
VNTR	SRS	GTOP-CB151	3990
VNTR	SRS	GTOP-CB161	3883
VNTR	SRS	GTOP-CB261	3920
VNTR	SRS	GTOP-CB271	3409
VNTR	SRS	GTOP-CB281	3900
VNTR	SRS	GTOP-CC031	3824
VNTR	SRS	GTOP-CC041	3661
VNTR	SRS	GTOP-CC061	3946
VNTR	SRS	GTOP-CC121	3909
VNTR	SRS	GTOP-CC131	3666
VNTR	SRS	GTOP-CC141	3842
VNTR	SRS	GTOP-CC201	3891
VNTR	SRS	GTOP-CC231	2533
VNTR	SRS	GTOP-CC241	3786
VNTR	SRS	GTOP-CC251	3964
VNTR	SRS	GTOP-CC291	4005
VNTR	SRS	GTOP-CC311	3882
VNTR	SRS	GTOP-CD021	3723
VNTR	SRS	GTOP-CD121	3608
VNTR	SRS	GTOP-CE111	3856
VNTR	SRS	GTOP-CE131	3762
VNTR	SRS	GTOP-CE141	3582
VNTR	SRS	GTOP-CE161	3820
VNTR	SRS	GTOP-CF011	3828
VNTR	SRS	GTOP-CF051	3934
VNTR	SRS	GTOP-CF121	3771
VNTR	SRS	GTOP-CF201	4008
VNTR	SRS	GTOP-CF221	3736
VNTR	SRS	GTOP-CF241	3717
VNTR	SRS	GTOP-CF242	4069
VNTR	SRS	GTOP-CF301	3919
VNTR	SRS	GTOP-CG041	4118
VNTR	SRS	GTOP-CG061	3678
VNTR	SRS	GTOP-CG071	3815
VNTR	SRS	GTOP-CG091	3822
VNTR	SRS	GTOP-CG111	3845
VNTR	SRS	GTOP-CG171	3731
VNTR	SRS	GTOP-CG172	3941
VNTR	SRS	GTOP-CG191	3767
VNTR	SRS	GTOP-CG211	3805
VNTR	SRS	GTOP-CG261	4414
VNTR	SRS	GTOP-CG271	3889
VNTR	SRS	GTOP-CH041	3889
VNTR	SRS	GTOP-CH081	3937
VNTR	SRS	GTOP-CH082	3927
VNTR	SRS	GTOP-CH091	4090
VNTR	SRS	GTOP-CH101	4012
VNTR	SRS	GTOP-CH102	2751
VNTR	SRS	GTOP-CI161	3916
VNTR	SRS	GTOP-CI201	3993
VNTR	SRS	GTOP-CI211	3983
VNTR	SRS	GTOP-CI221	3729
VNTR	SRS	GTOP-CI222	4017
VNTR	SRS	GTOP-CI231	4032
VNTR	SRS	GTOP-CI251	3825
VNTR	SRS	GTOP-CI291	4161
VNTR	SRS	GTOP-CI301	3775
VNTR	SRS	GTOP-CJ091	3526
VNTR	SRS	GTOP-CJ092	3656
VNTR	SRS	GTOP-CJ093	3862
VNTR	SRS	GTOP-CJ111	3643
VNTR	SRS	GTOP-CJ151	3788
VNTR	SRS	GTOP-CJ231	2816
VNTR	SRS	GTOP-CK031	3893
VNTR	SRS	GTOP-CL111	3715
VNTR	SRS	GTOP-CL141	3895
VNTR	SRS	GTOP-CL161	3727
VNTR	SRS	GTOP-CL171	3655
